gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
GFM1	1	3	158384138	IPR005517	Transl_elong_EFG/EF2_IV	smart	SM00889	522	642	4	ENSG00000168827
LXN	1	3	158384444	IPR009684	Prot_inh_latexin	pfam	PF06907	2	220	6	ENSG00000079257
LXN	1	3	158384450	IPR009684	Prot_inh_latexin	pirsf	PIRSF011132	1	218	6	ENSG00000079257
HRG	0	3	186383857	IPR000010	Prot_inh_cystat	smart	SM00043	13	127	3	ENSG00000113905
HRG	0	3	186383881	IPR000010	Prot_inh_cystat	pfam	PF00031	21	113	3	ENSG00000113905
GRK4	0	4	3009503	IPR011009	Kinase-like_dom	superfamily	SSF56112	162	476	9	ENSG00000125388
GRK4	0	4	3011397	IPR020635	Tyr_kinase_cat_dom	smart	SM00219	187	433	7	ENSG00000125388
GRK4	0	4	3011397	IPR000719	Prot_kinase_dom	pfscan	PS50011	187	449	7	ENSG00000125388
GRK4	0	4	3011397	IPR002290	Ser/Thr_dual-sp_kinase_dom	smart	SM00220	187	449	7	ENSG00000125388
GRK4	0	4	3011403	IPR000719	Prot_kinase_dom	pfam	PF00069	189	447	7	ENSG00000125388
GRK4	0	4	3011406	IPR001245	Ser-Thr/Tyr_kinase_cat_dom	pfam	PF07714	190	432	7	ENSG00000125388
UGT2B10	0	4	69681804	IPR002213	UDP_glucos_trans	pfam	PF00201	23	526	6	ENSG00000109181
UGT2B28	0	4	70146288	IPR002213	UDP_glucos_trans	pfam	PF00201	24	527	6	ENSG00000135226
LARP1B	0	4	129120706	IPR006607	DM15	smart	SM00684	706	747	2	ENSG00000138709
DCHS2	1	4	155180760	IPR002126	Cadherin	pfscan	PS50268	1685	1787	3	ENSG00000197410
DCHS2	1	4	155180766	IPR002126	Cadherin	smart	SM00112	1706	1785	2	ENSG00000197410
DCHS2	1	4	155180784	IPR015919	Cadherin-like	superfamily	SSF49313	1684	1779	3	ENSG00000197410
DCHS2	1	4	155180805	IPR002126	Cadherin	pfam	PF00028	1691	1772	3	ENSG00000197410
RIOK2	0	5	96513485	IPR015285	RIO2_kinase_winged_hlx_N	pfam	PF09202	9	91	3	ENSG00000058729
SLC27A6	1	5	128302071	IPR000873	AMP-dep_Synth/Lig	pfam	PF00501	81	511	8	ENSG00000113396
IL5	1	5	131877509	IPR000186	IL-5	pfam	PF02025	22	133	4	ENSG00000113525
IL5	1	5	131877515	IPR009079	4_helix_cytokine-like_core	superfamily	SSF47266	24	131	4	ENSG00000113525
IL5	1	5	131877599	IPR000186	IL-5	prints	PR00432	75	103	2	ENSG00000113525
ATP10B	1	5	159992856	IPR006539	ATPase_P-typ_Plipid-transp	tigrfam	TIGR01652	714	1330	12	ENSG00000118322
ATP10B	1	5	160029650	IPR023214	HAD-like_dom	superfamily	SSF56784	418	1099	10	ENSG00000118322
COL23A1	0	5	177684527	IPR008160	Collagen	pfam	PF01391	199	257	5	ENSG00000050767
LY86	0	6	6589079	IPR014756	Ig_E-set	superfamily	SSF81296	38	161	5	ENSG00000112799
LY86	0	6	6589091	IPR003172	ML_dom	smart	SM00737	42	159	5	ENSG00000112799
GSTA3	1	6	52761643	IPR010987	Glutathione-S-Trfase_C-like	superfamily	SSF47616	81	210	4	ENSG00000174156
GSTA3	1	6	52761697	IPR004046	GST_C	pfam	PF00043	102	192	3	ENSG00000174156
ME1	1	6	83963382	IPR012301	Malic_N_dom	pfam	PF00390	79	260	5	ENSG00000065833
ME1	1	6	84108121	IPR001891	Malic_OxRdtase	prints	PR00072	85	109	1	ENSG00000065833
FAM162B	0	6	117073769	IPR009432	DUF1075	pfam	PF06388	14	160	4	ENSG00000183807
ROS1	1	6	117650557	IPR003961	Fibronectin_type3	superfamily	SSF49265	1643	1767	3	ENSG00000047936
ROS1	1	6	117658339	IPR003961	Fibronectin_type3	pfscan	PS50853	1655	1748	2	ENSG00000047936
ROS1	1	6	117658369	IPR003961	Fibronectin_type3	smart	SM00060	1659	1738	2	ENSG00000047936
MGAM	1	7	141726977	IPR000322	Glyco_hydro_31	pfam	PF01055	349	820	13	ENSG00000257335
MGAM	1	7	141727001	IPR017853	Glycoside_hydrolase_SF	superfamily	SSF51445	357	735	10	ENSG00000257335
TAS2R41	0	7	143174966	IPR007960	TAS2_rcpt	pfam	PF05296	1	300	1	ENSG00000221855
USP17L2	0	8	11994905	IPR006861	HABP4_PAIRBP1-bd	pfam	PF04774	377	455	1	ENSG00000223443
ACO1	1	9	32405562	IPR006249	Aconitase/Fe_reg_prot_2	tigrfam	TIGR01341	20	887	20	ENSG00000122729
ACO1	1	9	32433765	IPR015928	Aconitase/3IPM_dehydase_swvl	superfamily	SSF52016	631	889	6	ENSG00000122729
ACO1	1	9	32434677	IPR000573	AconitaseA/IPMdHydase_ssu_swvl	pfam	PF00694	693	818	4	ENSG00000122729
WDR31	1	9	116079038	IPR017986	WD40_repeat_dom	superfamily	SSF50978	62	365	8	ENSG00000148225
WDR31	1	9	116079176	IPR017986	WD40_repeat_dom	pfscan	PS50294	58	319	8	ENSG00000148225
WDR31	1	9	116082766	IPR020472	G-protein_beta_WD-40_rep	prints	PR00320	203	217	2	ENSG00000148225
WDR31	1	9	116082769	IPR001680	WD40_repeat	smart	SM00320	177	216	3	ENSG00000148225
FRMPD2	0	1	49371706	IPR001478	PDZ	superfamily	SSF50156	1051	1182	4	ENSG00000170324
FRMPD2	0	1	49376674	IPR001478	PDZ	pfscan	PS50106	1079	1167	2	ENSG00000170324
FRMPD2	0	1	49376686	IPR001478	PDZ	pfam	PF00595	1080	1163	2	ENSG00000170324
ASAH2	1	1	51947087	IPR006823	Ceramidase_alk	pfam	PF04734	102	777	19	ENSG00000188611
DMBT1	0	1	124348462	IPR017448	Srcr_rcpt-rel	superfamily	SSF56487	596	711	2	ENSG00000187908
MRGPRG	1	11	3239294	IPR000276	GPCR_Rhodpsn	pfam	PF00001	29	250	1	ENSG00000182170
MRGPRG	1	11	3239294	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	29	250	1	ENSG00000182170
DNHD1	1	11	6579133	IPR027417	P-loop_NTPase	superfamily	SSF52540	2870	2945	1	ENSG00000179532
OR10A3	0	11	7960174	IPR000276	GPCR_Rhodpsn	prints	PR00237	272	298	1	ENSG00000170683
OR4S2	2	11	55418479	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	34	300	1	ENSG00000174982
OR4S2	2	11	55418494	IPR000276	GPCR_Rhodpsn	pfam	PF00001	39	285	1	ENSG00000174982
OR4S2	2	11	55418494	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	39	285	1	ENSG00000174982
OR4S2	0	11	55418647	IPR000725	Olfact_rcpt	prints	PR00245	90	101	1	ENSG00000174982
NAALAD2	1	11	89896480	IPR007484	Peptidase_M28	pfam	PF04389	360	550	7	ENSG00000077616
DPY19L2	0	12	63954298	IPR018732	Dpy-19	pfam	PF10034	113	757	22	ENSG00000177990
PPP1R12A	1	12	80169712	IPR017401	Pase-1_reg_su_12A/B/C_euk	pirsf	PIRSF038141	1	1030	25	ENSG00000058272
FBXW8	0	12	117387468	IPR011047	Quinonprotein_ADH-like_supfam	superfamily	SSF50998	212	526	7	ENSG00000174989
FBXW8	0	12	117448170	IPR017986	WD40_repeat_dom	pfscan	PS50294	428	510	2	ENSG00000174989
FBXW8	0	12	117461995	IPR001680	WD40_repeat	pfscan	PS50082	471	510	1	ENSG00000174989
ATP12A	1	13	25255814	IPR005775	ATPase_P-typ_Na/K_IIC	tigrfam	TIGR01106	42	1045	22	ENSG00000075673
ATP12A	1	13	25266651	IPR023214	HAD-like_dom	superfamily	SSF56784	391	786	9	ENSG00000075673
ATP12A	1	13	25266657	IPR023214	HAD-like_dom	pfam	PF00702	393	750	8	ENSG00000075673
ATP12A	1	13	25266690	IPR023299	ATPase_P-typ_cyto_domN	superfamily	SSF81660	404	616	5	ENSG00000075673
EBPL	0	13	50235128	IPR007905	EBP	pfam	PF05241	14	199	4	ENSG00000123179
OR11H12	0	14	19377759	IPR000276	GPCR_Rhodpsn	pfam	PF00001	56	305	1	ENSG00000257115
OR11H12	0	14	19377759	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	56	305	1	ENSG00000257115
PARP2	0	14	20813279	IPR008893	WGR_domain	superfamily	SSF142921	79	206	6	ENSG00000129484
RNASE3	0	14	21359927	IPR023412	RNaseA_domain	superfamily	SSF54076	28	160	1	ENSG00000169397
RNASE3	0	14	21359936	IPR023412	RNaseA_domain	smart	SM00092	31	160	1	ENSG00000169397
RNASE3	0	14	21359942	IPR023412	RNaseA_domain	pfam	PF00074	33	159	1	ENSG00000169397
RNASE3	0	14	21360053	IPR001427	RNaseA	prints	PR00794	70	89	1	ENSG00000169397
PSTPIP1	1	15	77287942	IPR001060	FCH_dom	pfam	PF00611	10	95	5	ENSG00000140368
PSTPIP1	1	15	77287948	IPR001060	FCH_dom	smart	SM00055	12	98	5	ENSG00000140368
PSTPIP1	1	15	77310498	IPR011254	Prismane-like	superfamily	SSF56821	16	191	8	ENSG00000140368
TTLL13	1	15	90796579	IPR004344	TTL/TTLL_fam	pfam	PF03133	133	419	7	ENSG00000213471
RP11-697E2.6	1	15	90796597	IPR004344	TTL/TTLL_fam	pfam	PF03133	139	204	3	ENSG00000261147
METTL22	1	16	8728916	IPR019410	Nicotinamide_N-MeTfrase-like	pfam	PF10294	179	339	7	ENSG00000067365
CES1	0	16	55837024	IPR002018	CarbesteraseB	pfam	PF00135	3	548	14	ENSG00000198848
GPR97	1	16	57714450	IPR000832	GPCR_2_secretin-like	pfam	PF00002	268	517	5	ENSG00000182885
GPR97	1	16	57714450	IPR017981	GPCR_2-like	pfscan	PS50261	268	525	5	ENSG00000182885
C16orf70	1	16	67144115	IPR005373	UPF0183	pfam	PF03676	13	408	16	ENSG00000125149
ALOX15	0	17	4534898	IPR013819	LipOase_C	superfamily	SSF48484	112	662	13	ENSG00000161905
ALOX15	0	17	4542246	IPR001885	LipOase_mml	prints	PR00467	133	147	2	ENSG00000161905
MYH4	0	17	10358028	IPR027417	P-loop_NTPase	superfamily	SSF52540	38	845	20	ENSG00000264424
MYH4	0	17	10358344	IPR001609	Myosin_head_motor_dom	smart	SM00242	80	783	18	ENSG00000264424
MYH4	0	17	10358383	IPR001609	Myosin_head_motor_dom	pfam	PF00063	89	770	18	ENSG00000264424
LGALS9B	0	17	20358679	IPR008985	ConA-like_lec_gl_sf	superfamily	SSF49899	9	159	5	ENSG00000170298
NF1	1	17	29509627	IPR016024	ARM-type_fold	superfamily	SSF48371	278	2677	48	ENSG00000196712
NF1	1	17	29592260	IPR001251	CRAL-TRIO_dom	pfscan	PS50191	1580	1738	2	ENSG00000196712
NF1	1	17	29592263	IPR001251	CRAL-TRIO_dom	superfamily	SSF52087	1581	1723	2	ENSG00000196712
NF1	1	17	29592269	IPR001251	CRAL-TRIO_dom	smart	SM00516	1583	1735	2	ENSG00000196712
EVI2A	1	17	29645324	IPR008608	Ectropic_vir_integratn_site_2A	pirsf	PIRSF019625	28	259	1	ENSG00000126860
EVI2A	1	17	29645339	IPR008608	Ectropic_vir_integratn_site_2A	pfam	PF05399	28	254	1	ENSG00000126860
TOM1L1	0	17	52978227	IPR014645	TOM1	pirsf	PIRSF036948	1	475	15	ENSG00000141198
DSC3	0	18	28588330	IPR002126	Cadherin	pfscan	PS50268	356	475	3	ENSG00000134762
DSC3	0	18	28588345	IPR002126	Cadherin	smart	SM00112	376	470	2	ENSG00000134762
DSC3	0	18	28588360	IPR015919	Cadherin-like	superfamily	SSF49313	348	465	3	ENSG00000134762
DSC3	0	18	28588435	IPR002126	Cadherin	pfam	PF00028	360	440	2	ENSG00000134762
ACER1	1	19	6306773	IPR008901	Ceramidase	pfam	PF05875	3	249	6	ENSG00000167769
SNAPC2	0	19	7985252	IPR021281	SnAPC_su2-like	pfam	PF11035	1	334	5	ENSG00000104976
OR10H3	1	19	15852326	IPR000276	GPCR_Rhodpsn	pfam	PF00001	42	291	1	ENSG00000171936
OR10H3	1	19	15852326	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	42	292	1	ENSG00000171936
ZNF461	1	19	37130263	IPR007087	Znf_C2H2	pfscan	PS50157	301	328	1	ENSG00000197808
ZNF461	1	19	37130278	IPR007087	Znf_C2H2	pfam	PF00096	301	323	1	ENSG00000197808
ZNF461	1	19	37130278	IPR015880	Znf_C2H2-like	smart	SM00355	301	323	1	ENSG00000197808
PSG8	1	19	43262428	IPR003599	Ig_sub	smart	SM00409	40	145	2	ENSG00000124467
PSG8	1	19	43268117	IPR013106	Ig_V-set	pfam	PF07686	36	127	1	ENSG00000124467
PEG3	1	19	57328226	IPR007087	Znf_C2H2	pfscan	PS50157	505	528	1	ENSG00000198300
PEG3	1	19	57328229	IPR015880	Znf_C2H2-like	smart	SM00355	505	527	1	ENSG00000198300
ZNF264	1	19	57705249	IPR001909	Krueppel-associated_box	pfscan	PS50805	14	85	2	ENSG00000083844
PLCG1	0	2	39766282	IPR016279	PLC-gamma	pirsf	PIRSF000952	1	1291	32	ENSG00000124181
PIGP	0	21	38437894	IPR016542	PIG-P_GPI19	pirsf	PIRSF008765	7	155	4	ENSG00000185808
PIGP	0	21	38437915	IPR013717	PIG-P	pfam	PF08510	34	148	4	ENSG00000185808
POTEH	0	22	16275256	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	174	396	6	ENSG00000198062
POTEH	0	22	16275262	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	175	394	6	ENSG00000198062
POTEH	0	22	16282502	IPR002110	Ankyrin_rpt	pfscan	PS50088	209	241	2	ENSG00000198062
POTEH	0	22	16282511	IPR002110	Ankyrin_rpt	smart	SM00248	209	238	2	ENSG00000198062
TUBA8	1	22	18593632	IPR003008	Tubulin_FtsZ_GTPase	superfamily	SSF52490	1	245	4	ENSG00000183785
TUBA8	1	22	18604249	IPR003008	Tubulin_FtsZ_GTPase	pfam	PF00091	3	225	3	ENSG00000183785
TUBA8	1	22	18604387	IPR003008	Tubulin_FtsZ_GTPase	smart	SM00864	49	246	3	ENSG00000183785
TUBA8	1	22	18607066	IPR004057	Epsilon_tubulin	prints	PR01519	124	143	2	ENSG00000183785
TUBA8	1	22	18609145	IPR000217	Tubulin	prints	PR01161	134	152	1	ENSG00000183785
GGT2	1	22	21562445	IPR000101	GGT_peptidase	pfam	PF01019	56	564	11	ENSG00000133475
APOBEC3B	0	22	39380090	IPR013158	APOBEC_N	pfam	PF08210	10	125	2	ENSG00000179750
ZNF674	1	X	46360103	IPR007087	Znf_C2H2	pfscan	PS50157	280	307	1	ENSG00000251192
ZNF674	1	X	46360118	IPR007087	Znf_C2H2	pfam	PF00096	280	302	1	ENSG00000251192
ZNF674	1	X	46360118	IPR015880	Znf_C2H2-like	smart	SM00355	280	302	1	ENSG00000251192
AMELY	1	Y	6734117	IPR004116	Amelogenin	smart	SM00818	17	192	5	ENSG00000099721
TBL1Y	0	Y	6893135	IPR006594	LisH_dimerisation	smart	SM00667	4	36	2	ENSG00000092377
TBL1Y	0	Y	6893141	IPR013720	LisH_dimerisation_subgr	pfam	PF08513	6	32	2	ENSG00000092377
USP9Y	0	Y	14847993	IPR016024	ARM-type_fold	superfamily	SSF48371	279	1346	20	ENSG00000114374
NLGN4Y	0	Y	16734087	IPR002018	CarbesteraseB	pfam	PF00135	30	590	5	ENSG00000165246
NLGN4Y	0	Y	16835029	IPR013094	AB_hydrolase_3	pfam	PF07859	169	271	3	ENSG00000165246
