gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
PLEKHG5	0	1	6530668	IPR000219	DH-domain	pfam	PF00621	420	605	6	ENSG00000171680
MASP2	1	1	11097867	IPR000859	CUB_dom	superfamily	SSF49854	183	297	3	ENSG00000009724
MASP2	1	1	11102933	IPR000859	CUB_dom	smart	SM00042	184	296	2	ENSG00000009724
MASP2	1	1	11102942	IPR000859	CUB_dom	pfam	PF00431	184	293	2	ENSG00000009724
AADACL3	0	1	12779651	IPR013094	AB_hydrolase_3	pfam	PF07859	58	183	3	ENSG00000188984
HNRNPCL1	0	1	12907267	IPR017347	hnRNP_C_Raly	pirsf	PIRSF037992	1	292	1	ENSG00000179172
CELA2B	0	1	15802960	IPR009003	Trypsin-like_Pept_dom	superfamily	SSF50494	17	269	7	ENSG00000215704
CELA2B	0	1	15802993	IPR001254	Peptidase_S1	smart	SM00020	28	262	6	ENSG00000215704
CELA2B	0	1	15802996	IPR001254	Peptidase_S1	pfscan	PS50240	29	267	7	ENSG00000215704
CELA2B	0	1	15802999	IPR001254	Peptidase_S1	pfam	PF00089	30	262	6	ENSG00000215704
AKR7A3	0	1	19609228	IPR023210	NADP_OxRdtase_dom	superfamily	SSF51430	8	331	7	ENSG00000162482
AKR7A3	0	1	19609264	IPR023210	NADP_OxRdtase_dom	pfam	PF00248	13	319	7	ENSG00000162482
ECE1	0	1	21546454	IPR018497	Peptidase_M13_C	pfam	PF01431	566	769	5	ENSG00000117298
NBPF3	0	1	21805865	IPR010630	NBPF_dom	pfam	PF06758	394	460	2	ENSG00000142794
CELA3A	1	1	22329498	IPR009003	Trypsin-like_Pept_dom	superfamily	SSF50494	16	268	7	ENSG00000142789
CELA3A	1	1	22329534	IPR001254	Peptidase_S1	smart	SM00020	28	263	6	ENSG00000142789
CELA3A	1	1	22329537	IPR001254	Peptidase_S1	pfscan	PS50240	29	268	7	ENSG00000142789
CELA3A	1	1	22329540	IPR001254	Peptidase_S1	pfam	PF00089	30	263	6	ENSG00000142789
NIPAL3	0	1	24746128	IPR008521	Mg_trans_NIPA	pfam	PF05653	31	326	10	ENSG00000001461
RHD	5	1	25599096	IPR024041	NH4_transpt_AmtB-like_dom	pfam	PF00909	20	392	9	ENSG00000187010
RHD	5	1	25599147	IPR024041	NH4_transpt_AmtB-like_dom	superfamily	SSF111352	37	392	9	ENSG00000187010
RHD	1	1	25599180	IPR002229	RhesusRHD	prints	PR00342	48	65	2	ENSG00000187010
RHD	1	1	25633144	IPR002229	RhesusRHD	prints	PR00342	333	349	1	ENSG00000187010
TRIM63	0	1	26387681	IPR000315	Znf_B-box	smart	SM00336	117	159	1	ENSG00000158022
TRIM63	0	1	26387702	IPR000315	Znf_B-box	pfam	PF00643	120	152	1	ENSG00000158022
PTPRU	0	1	29642643	IPR000242	Tyr_Pase_rcpt/non-rcpt	smart	SM00194	1175	1441	7	ENSG00000060656
PTPRU	0	1	29642646	IPR000242	Tyr_Pase_rcpt/non-rcpt	pfscan	PS50055	1176	1439	7	ENSG00000060656
PTPRU	0	1	29644323	IPR000242	Tyr_Pase_rcpt/non-rcpt	pfam	PF00102	1203	1438	6	ENSG00000060656
SDC3	0	1	31346067	IPR027789	Syndecan/Neurexin_dom	pfam	PF01034	29	440	5	ENSG00000162512
GJB4	0	1	35226859	IPR013092	Connexin_N	pfam	PF00029	2	106	1	ENSG00000189433
GJB4	0	1	35226913	IPR000500	Connexin	prints	PR00206	20	44	1	ENSG00000189433
DLGAP3	0	1	35331687	IPR005026	GKAP	pfam	PF03359	625	979	6	ENSG00000116544
NDUFS5	0	1	39494397	IPR019342	NADH_UbQ_OxRdtase_FeS-su5	pfam	PF10200	1	96	2	ENSG00000168653
MACF1	0	1	39851313	IPR018159	Spectrin/alpha-actinin	smart	SM00150	2624	2727	2	ENSG00000127603
BMP8A	0	1	39957763	IPR001111	TGF-b_N	pfam	PF00688	34	251	4	ENSG00000183682
BMP8B	1	1	40230410	IPR001111	TGF-b_N	pfam	PF00688	34	251	4	ENSG00000116985
OXCT2	1	1	40235380	IPR014388	3-oxoacid_CoA-transferase	pirsf	PIRSF000858	29	516	1	ENSG00000198754
OXCT2	1	1	40236112	IPR004165	CoA_trans_fam_I	smart	SM00882	43	272	1	ENSG00000198754
OXCT2	1	1	40236115	IPR004165	CoA_trans_fam_I	pfam	PF01144	46	271	1	ENSG00000198754
EBNA1BP2	0	1	43630141	IPR008610	Ebp2	pfam	PF05890	74	353	9	ENSG00000117395
MAST2	0	1	46463404	IPR015022	MA_Ser/Thr_Kinase_dom	pfam	PF08926	201	476	8	ENSG00000086015
CYP4Z1	0	1	47533289	IPR001128	Cyt_P450	superfamily	SSF48264	43	503	12	ENSG00000186160
CYP4Z1	0	1	47533301	IPR001128	Cyt_P450	pfam	PF00067	47	497	12	ENSG00000186160
CYB5RL	0	1	54649837	IPR017938	Riboflavin_synthase-like_b-brl	superfamily	SSF63380	65	179	4	ENSG00000215883
CYB5RL	0	1	54649846	IPR008333	OxRdtase_FAD-bd_dom	pfam	PF00970	82	176	3	ENSG00000215883
MROH7	0	1	55134563	IPR016024	ARM-type_fold	superfamily	SSF48371	448	775	9	ENSG00000184313
CYP2J2	0	1	60359332	IPR001128	Cyt_P450	superfamily	SSF48264	44	500	9	ENSG00000134716
CYP2J2	0	1	60359341	IPR001128	Cyt_P450	pfam	PF00067	44	497	9	ENSG00000134716
USP1	0	1	62907229	IPR001394	Peptidase_C19/C67	pfscan	PS50235	81	785	7	ENSG00000162607
ROR1	0	1	64240089	IPR016247	Tyr_kinase_rcpt_ROR	pirsf	PIRSF000624	1	937	9	ENSG00000185483
CACHD1	0	1	65098319	IPR002035	VWF_A	pfscan	PS50234	177	392	4	ENSG00000158966
WDR78	0	1	67288053	IPR017986	WD40_repeat_dom	pfscan	PS50294	700	829	3	ENSG00000152763
WDR78	0	1	67288068	IPR017986	WD40_repeat_dom	superfamily	SSF50978	485	824	8	ENSG00000152763
WDR78	0	1	67288080	IPR001680	WD40_repeat	smart	SM00320	780	820	2	ENSG00000152763
TNNI3K	0	1	74715165	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	159	519	10	ENSG00000116783
CRYZ	0	1	75171989	IPR020843	PKS_ER	smart	SM00829	17	327	8	ENSG00000116791
CRYZ	0	1	75172112	IPR013149	ADH_C	pfam	PF00107	160	286	5	ENSG00000116791
SYDE2	0	1	85624925	IPR000198	RhoGAP_dom	pfscan	PS50238	816	1031	5	ENSG00000097096
SYDE2	0	1	85630210	IPR000198	RhoGAP_dom	smart	SM00324	829	1028	4	ENSG00000097096
SYDE2	0	1	85630210	IPR008936	Rho_GTPase_activation_prot	superfamily	SSF48350	815	1028	4	ENSG00000097096
CLCA2	0	1	86890024	IPR004727	CaCC_prot	tigrfam	TIGR00868	32	883	14	ENSG00000137975
CLCA1	0	1	86934655	IPR004727	CaCC_prot	tigrfam	TIGR00868	1	860	14	ENSG00000016490
GBP3	1	1	89473452	IPR003191	Guanylate-bd_C	superfamily	SSF48340	282	581	6	ENSG00000117226
GBP3	1	1	89473461	IPR003191	Guanylate-bd_C	pfam	PF02841	282	578	6	ENSG00000117226
GBP4	0	1	89651069	IPR003191	Guanylate-bd_C	superfamily	SSF48340	298	597	6	ENSG00000162654
GBP4	0	1	89651078	IPR003191	Guanylate-bd_C	pfam	PF02841	298	594	6	ENSG00000162654
RP11-302M6.4	0	1	90152033	IPR021040	LRR_protein-8_N	pfam	PF12534	1	47	2	ENSG00000271949
GLMN	0	1	92712192	IPR013877	YAP-bd/Alf4/glomulin	pfam	PF08568	1	560	18	ENSG00000174842
ABCA4	0	1	94461665	IPR005951	Rim_ABC_transpt	tigrfam	TIGR01257	1	2272	49	ENSG00000198691
ABCA4	0	1	94463636	IPR003439	ABC_transporter-like	pfscan	PS50893	1938	2170	8	ENSG00000198691
ABCA4	0	1	94466415	IPR027417	P-loop_NTPase	superfamily	SSF52540	1940	2152	7	ENSG00000198691
ABCA4	0	1	94466427	IPR003593	AAA+_ATPase	smart	SM00382	1964	2148	6	ENSG00000198691
ABCA4	0	1	94466647	IPR003439	ABC_transporter-like	pfam	PF00005	1979	2099	4	ENSG00000198691
TMEM56-RWDD3	0	1	95609587	IPR006634	TLC-dom	pfscan	PS50922	44	201	7	ENSG00000271092
TMEM56-RWDD3	0	1	95609599	IPR006634	TLC-dom	pfam	PF03798	48	158	6	ENSG00000271092
DPYD	0	1	98015188	IPR023753	Pyr_nucl-diS_OxRdtase_FAD/NAD	pfam	PF07992	190	484	7	ENSG00000188641
SLC35A3	0	1	100459111	IPR021189	UDP/CMP-sugar_transptr	pirsf	PIRSF005799	1	325	7	ENSG00000117620
SLC35A3	0	1	100459228	IPR013657	UAA	pfam	PF08449	40	315	7	ENSG00000117620
SLC35A3	0	1	100464837	IPR007271	Nuc_sug_transpt	pfam	PF04142	70	305	6	ENSG00000117620
SLC35A3	0	1	100464879	IPR004853	Tpt_PEP_trans_dom	pfam	PF03151	84	152	2	ENSG00000117620
SLC35A3	0	1	100464885	IPR004689	UDPgal_transpt	tigrfam	TIGR00803	86	312	6	ENSG00000117620
EXTL2	0	1	101339528	IPR015338	HexNAc_Trfase_a	pfam	PF09258	66	321	3	ENSG00000162694
DPH5	0	1	101455991	IPR004551	Dphthn_synthase	pirsf	PIRSF036432	1	277	7	ENSG00000117543
DPH5	0	1	101456003	IPR000878	4pyrrol_Mease	superfamily	SSF53790	1	273	7	ENSG00000117543
DPH5	0	1	101456012	IPR004551	Dphthn_synthase	tigrfam	TIGR00522	1	270	7	ENSG00000117543
DPH5	0	1	101456105	IPR000878	4pyrrol_Mease	pfam	PF00590	1	239	7	ENSG00000117543
AMY2A	0	1	104160108	IPR017853	Glycoside_hydrolase_SF	superfamily	SSF51445	16	414	9	ENSG00000243480
AMY2A	0	1	104160138	IPR006589	Glyco_hydro_13_sub_cat_dom	smart	SM00642	26	413	9	ENSG00000243480
AMY2A	0	1	104160198	IPR006047	Glyco_hydro_13_cat_dom	pfam	PF00128	46	345	7	ENSG00000243480
AMY2A	0	1	104162278	IPR006046	Alpha_amylase	prints	PR00110	206	217	1	ENSG00000243480
VAV3	1	1	108311105	IPR001715	CH-domain	superfamily	SSF47576	2	225	7	ENSG00000134215
VAV3	1	1	108322079	IPR001715	CH-domain	pfscan	PS50021	1	119	3	ENSG00000134215
VAV3	1	1	108322085	IPR001715	CH-domain	pfam	PF00307	4	117	3	ENSG00000134215
VAV3	1	1	108322091	IPR001715	CH-domain	smart	SM00033	3	115	3	ENSG00000134215
FNDC7	1	1	109270681	IPR003961	Fibronectin_type3	superfamily	SSF49265	455	539	2	ENSG00000143107
FNDC7	1	1	109270684	IPR003961	Fibronectin_type3	pfscan	PS50853	456	540	2	ENSG00000143107
CELSR2	0	1	109812573	IPR000832	GPCR_2_secretin-like	pfam	PF00002	2376	2605	6	ENSG00000143126
CELSR2	0	1	109812573	IPR017981	GPCR_2-like	pfscan	PS50261	2376	2613	6	ENSG00000143126
GSTM1	1	1	110230496	IPR012336	Thioredoxin-like_fold	superfamily	SSF52833	1	81	4	ENSG00000134184
GSTM1	1	1	110230505	IPR004045	Glutathione_S-Trfase_N	pfam	PF02798	4	82	4	ENSG00000134184
GSTM1	3	1	110231748	IPR010987	Glutathione-S-Trfase_C-like	superfamily	SSF47616	86	217	5	ENSG00000134184
GSTM1	0	1	110231751	IPR003081	GST_mu	prints	PR01267	87	98	2	ENSG00000134184
GSTM1	2	1	110231900	IPR004046	GST_C	pfam	PF00043	105	189	3	ENSG00000134184
CHIA	0	1	111862936	IPR002557	Chitin-bd_dom	pfscan	PS50940	427	476	1	ENSG00000134216
CHIA	0	1	111862939	IPR002557	Chitin-bd_dom	smart	SM00494	428	476	1	ENSG00000134216
CHIA	0	1	111862942	IPR002557	Chitin-bd_dom	superfamily	SSF57625	429	476	1	ENSG00000134216
CHIA	0	1	111862945	IPR002557	Chitin-bd_dom	pfam	PF01607	430	476	1	ENSG00000134216
PTGFRN	0	1	117487708	IPR007110	Ig-like_dom	pfscan	PS50835	276	394	2	ENSG00000134247
PTGFRN	0	1	117491828	IPR013106	Ig_V-set	pfam	PF07686	283	376	1	ENSG00000134247
PTGFRN	0	1	117491831	IPR003599	Ig_sub	smart	SM00409	284	390	1	ENSG00000134247
ADAM30	1	1	120437781	IPR001590	Peptidase_M12B	pfscan	PS50215	203	393	1	ENSG00000134249
NOTCH2	0	1	120457932	IPR008297	Notch	pirsf	PIRSF002279	1	2471	34	ENSG00000134250
NOTCH2	0	1	120468410	IPR000742	EG-like_dom	pfscan	PS50026	1304	1343	2	ENSG00000134250
NBPF10	0	1	145325315	IPR010630	NBPF_dom	pfam	PF06758	1266	1332	2	ENSG00000163386
NBPF10	1	1	145355210	IPR010630	NBPF_dom	pfam	PF06758	2807	2873	2	ENSG00000163386
TXNIP	0	1	145440038	IPR014756	Ig_E-set	superfamily	SSF81296	158	342	4	ENSG00000117289
TXNIP	0	1	145440089	IPR011022	Arrestin_C-like	pfam	PF02752	175	298	3	ENSG00000117289
ANKRD35	0	1	145555704	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	18	240	7	ENSG00000198483
ANKRD35	0	1	145555707	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	19	238	7	ENSG00000198483
ANKRD35	0	1	145558835	IPR002110	Ankyrin_rpt	pfam	PF00023	152	184	1	ENSG00000198483
NBPF12	0	1	146465231	IPR010630	NBPF_dom	pfam	PF06758	3242	3308	2	ENSG00000186275
PPIAL4A	1	1	147954853	IPR002130	Cyclophilin-like_PPIase_dom	superfamily	SSF50891	1	164	1	ENSG00000255963
PPIAL4A	1	1	147954856	IPR002130	Cyclophilin-like_PPIase_dom	pfscan	PS50072	7	163	1	ENSG00000255963
PPIAL4A	1	1	147954859	IPR002130	Cyclophilin-like_PPIase_dom	pfam	PF00160	7	162	1	ENSG00000255963
PPIAL4A	0	1	147955228	IPR002130	Cyclophilin-like_PPIase_dom	prints	PR00153	24	39	1	ENSG00000255963
NBPF14	0	1	148004620	IPR010630	NBPF_dom	pfam	PF06758	838	904	2	ENSG00000122497
NBPF15	0	1	148590576	IPR010630	NBPF_dom	pfam	PF06758	413	479	2	ENSG00000243452
NBPF15	0	1	148593758	IPR010630	NBPF_dom	pfam	PF06758	582	647	2	ENSG00000243452
HIST2H3PS2	0	1	149400135	IPR000164	Histone_H3	smart	SM00428	34	136	1	ENSG00000203818
HIST2H3PS2	0	1	149400135	IPR009072	Histone-fold	superfamily	SSF47113	2	136	1	ENSG00000203818
HIST2H3PS2	0	1	149400147	IPR007125	Histone_core_D	pfam	PF00125	58	132	1	ENSG00000203818
HIST2H3PS2	0	1	149400249	IPR000164	Histone_H3	prints	PR00622	80	98	1	ENSG00000203818
GOLPH3L	0	1	150620878	IPR008628	GPP34	pfam	PF05719	40	259	4	ENSG00000143457
SELENBP1	1	1	151337022	IPR008826	Se-bd	pfam	PF05694	7	472	11	ENSG00000143416
LINGO4	0	1	151774791	IPR003591	Leu-rich_rpt_typical-subtyp	smart	SM00369	107	130	1	ENSG00000213171
FLG	0	1	152280240	IPR003303	Filaggrin	pfam	PF03516	2320	2374	1	ENSG00000143631
FLG	0	1	152281581	IPR003303	Filaggrin	pfam	PF03516	1876	1927	1	ENSG00000143631
FLG	0	1	152283159	IPR003303	Filaggrin	pfam	PF03516	1347	1401	1	ENSG00000143631
FLG	0	1	152284131	IPR003303	Filaggrin	pfam	PF03516	1023	1077	1	ENSG00000143631
FLG	0	1	152284167	IPR003303	Filaggrin	prints	PR00487	1048	1065	1	ENSG00000143631
FLG	0	1	152286078	IPR003303	Filaggrin	pfam	PF03516	374	428	1	ENSG00000143631
FLG	0	1	152286444	IPR003303	Filaggrin	pfam	PF03516	258	306	1	ENSG00000143631
PGLYRP3	1	1	153275073	IPR002502	Amidase_domain	pfam	PF01510	42	180	4	ENSG00000159527
PGLYRP3	1	1	153276346	IPR002502	Amidase_domain	smart	SM00644	32	172	3	ENSG00000159527
PGLYRP3	1	1	153276373	IPR006619	PGRP_domain_met/bac	smart	SM00701	21	163	3	ENSG00000159527
S100A2	0	1	153533954	IPR002048	EF_hand_dom	pfscan	PS50222	50	85	1	ENSG00000196754
THBS3	0	1	155167986	IPR003367	Thrombospondin_3-like_rpt	pfam	PF02412	688	700	2	ENSG00000169231
SEMA4A	0	1	156144928	IPR016201	Plexin-like_fold	superfamily	SSF103575	496	549	2	ENSG00000196189
NES	0	1	156643292	IPR001664	IF	pfam	PF00038	192	312	3	ENSG00000132688
FCRL5	0	1	157514622	IPR003599	Ig_sub	smart	SM00409	108	186	1	ENSG00000143297
CD1A	0	1	158224885	IPR011162	MHC_I/II-like_Ag-recog	superfamily	SSF54452	24	200	2	ENSG00000158477
CD1A	0	1	158224948	IPR001039	MHC_I_a_a1/a2	pfam	PF00129	45	198	2	ENSG00000158477
OR6Y1	1	1	158517011	IPR000276	GPCR_Rhodpsn	pfam	PF00001	46	295	1	ENSG00000197532
OR6Y1	1	1	158517011	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	46	295	1	ENSG00000197532
OR6Y1	1	1	158517146	IPR000725	Olfact_rcpt	prints	PR00245	241	250	1	ENSG00000197532
SPTA1	0	1	158627384	IPR018159	Spectrin/alpha-actinin	smart	SM00150	796	896	3	ENSG00000163554
SPTA1	0	1	158627384	IPR002017	Spectrin_repeat	pfam	PF00435	794	896	3	ENSG00000163554
KCNJ10	0	1	160011186	IPR016449	K_chnl_inward-rec_Kir	pirsf	PIRSF005465	12	379	1	ENSG00000177807
KCNJ10	0	1	160011222	IPR016449	K_chnl_inward-rec_Kir	pfam	PF01007	32	367	1	ENSG00000177807
IGSF8	0	1	160062721	IPR003599	Ig_sub	smart	SM00409	311	435	1	ENSG00000162729
IGSF8	0	1	160062754	IPR007110	Ig-like_dom	pfscan	PS50835	303	424	1	ENSG00000162729
VANGL2	1	1	160385628	IPR009539	Strabismus	pirsf	PIRSF007991	1	521	7	ENSG00000162738
VANGL2	1	1	160385694	IPR009539	Strabismus	pfam	PF06638	23	521	7	ENSG00000162738
CD48	0	1	160651008	IPR007110	Ig-like_dom	pfscan	PS50835	132	212	1	ENSG00000117091
CD244	0	1	160811289	IPR024303	NK_rcpt_2B4_Ig_dom	pfam	PF11465	22	127	2	ENSG00000122223
ARHGAP30	0	1	161023067	IPR000198	RhoGAP_dom	pfscan	PS50238	20	215	6	ENSG00000186517
ARHGAP30	0	1	161023067	IPR008936	Rho_GTPase_activation_prot	superfamily	SSF48350	16	215	6	ENSG00000186517
ARHGAP30	0	1	161023076	IPR000198	RhoGAP_dom	smart	SM00324	31	212	6	ENSG00000186517
ARHGAP30	0	1	161023166	IPR000198	RhoGAP_dom	pfam	PF00620	34	182	5	ENSG00000186517
ADAMTS4	0	1	161163746	IPR006586	ADAM_Cys-rich	smart	SM00608	441	509	1	ENSG00000158859
FCGR3B	2	1	161595939	IPR003599	Ig_sub	smart	SM00409	149	227	1	ENSG00000162747
FCGR3B	0	1	161599572	IPR003599	Ig_sub	smart	SM00409	68	141	1	ENSG00000162747
FCGR3B	1	1	161599572	IPR007110	Ig-like_dom	pfscan	PS50835	60	141	1	ENSG00000162747
POU2F1	0	1	167345284	IPR000972	TF_octamer	prints	PR00029	204	219	1	ENSG00000143190
ADCY10	0	1	167778918	IPR016577	Adenylate_cylcase_typ10	pirsf	PIRSF011131	1	1610	32	ENSG00000143199
ADCY10	0	1	167817726	IPR027417	P-loop_NTPase	superfamily	SSF52540	473	770	7	ENSG00000143199
SLC9C2	0	1	173523906	IPR006153	Cation/H_exchanger	pfam	PF00999	34	421	10	ENSG00000162753
TNN	0	1	175066819	IPR003961	Fibronectin_type3	pfscan	PS50853	619	706	2	ENSG00000120332
TNN	0	1	175067470	IPR003961	Fibronectin_type3	smart	SM00060	620	697	1	ENSG00000120332
TNN	0	1	175067476	IPR003961	Fibronectin_type3	pfam	PF00041	622	697	1	ENSG00000120332
TNN	0	1	175067482	IPR003961	Fibronectin_type3	superfamily	SSF49265	624	711	2	ENSG00000120332
ASTN1	1	1	176918443	IPR000742	EG-like_dom	smart	SM00181	603	644	2	ENSG00000152092
RASAL2	0	1	178425892	IPR021887	DUF3498	pfam	PF12004	750	1251	6	ENSG00000075391
LAMC1	2	1	183086035	IPR000034	Laminin_B_type_IV	pfscan	PS51115	521	689	5	ENSG00000135862
HMCN1	0	1	186158705	IPR015919	Cadherin-like	superfamily	SSF49313	5535	5631	1	ENSG00000143341
PLA2G4A	0	1	186863314	IPR002642	LysoPLipase_cat_dom	smart	SM00022	117	669	13	ENSG00000116711
PLA2G4A	0	1	186880381	IPR002642	LysoPLipase_cat_dom	pfscan	PS51210	140	740	12	ENSG00000116711
PLA2G4A	0	1	186880387	IPR016035	Acyl_Trfase/lysoPLipase	superfamily	SSF52151	142	721	12	ENSG00000116711
PLA2G4A	0	1	186901904	IPR002642	LysoPLipase_cat_dom	pfam	PF01735	190	674	10	ENSG00000116711
CFHR3	1	1	196748294	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	21	83	1	ENSG00000116785
CFHR3	1	1	196748300	IPR000436	Sushi_SCR_CCP	smart	SM00032	23	83	1	ENSG00000116785
CFHR3	1	1	196748312	IPR000436	Sushi_SCR_CCP	pfam	PF00084	27	83	1	ENSG00000116785
CFHR3	1	1	196759183	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	208	266	2	ENSG00000116785
CFHR3	0	1	196759189	IPR000436	Sushi_SCR_CCP	smart	SM00032	210	264	1	ENSG00000116785
CFHR3	1	1	196762449	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	267	329	1	ENSG00000116785
CFHR1	0	1	196789029	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	19	83	2	ENSG00000244414
CFHR4	0	1	196879416	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	268	338	2	ENSG00000134365
CFHR4	0	1	196879602	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	330	398	3	ENSG00000134365
CFHR4	0	1	196879608	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	332	393	3	ENSG00000134365
ASPM	0	1	197057494	IPR016024	ARM-type_fold	superfamily	SSF48371	1007	3351	16	ENSG00000066279
ASPM	0	1	197091126	IPR001715	CH-domain	superfamily	SSF47576	760	1263	11	ENSG00000066279
ASPM	0	1	197091418	IPR001715	CH-domain	pfscan	PS50021	1110	1204	3	ENSG00000066279
CACNA1S	0	1	201043720	IPR005821	Ion_trans_dom	pfam	PF00520	467	659	4	ENSG00000081248
LGR6	0	1	202287166	IPR000276	GPCR_Rhodpsn	pfam	PF00001	579	827	1	ENSG00000133067
LGR6	0	1	202287856	IPR000276	GPCR_Rhodpsn	prints	PR00237	809	835	1	ENSG00000133067
CHI3L1	0	1	203148585	IPR017853	Glycoside_hydrolase_SF	superfamily	SSF51445	22	380	8	ENSG00000133048
CHI3L1	0	1	203148654	IPR011583	Chitinase_II	smart	SM00636	22	357	8	ENSG00000133048
CHI3L1	0	1	203148654	IPR001223	Glyco_hydro18cat	pfam	PF00704	22	357	8	ENSG00000133048
CNTN2	0	1	205030998	IPR007110	Ig-like_dom	pfscan	PS50835	327	411	2	ENSG00000184144
CNTN2	0	1	205031010	IPR013098	Ig_I-set	pfam	PF07679	331	412	2	ENSG00000184144
CNTN2	0	1	205031016	IPR003599	Ig_sub	smart	SM00409	333	413	2	ENSG00000184144
CNTN2	0	1	205031034	IPR003598	Ig_sub2	smart	SM00408	339	402	2	ENSG00000184144
KLHDC8A	0	1	205308791	IPR006652	Kelch_1	smart	SM00612	128	174	1	ENSG00000162873
MAPKAPK2	0	1	206858707	IPR011009	Kinase-like_dom	superfamily	SSF56112	45	385	10	ENSG00000162889
MAPKAPK2	0	1	206858764	IPR000719	Prot_kinase_dom	pfscan	PS50011	64	325	8	ENSG00000162889
MAPKAPK2	0	1	206858764	IPR002290	Ser/Thr_dual-sp_kinase_dom	smart	SM00220	64	325	8	ENSG00000162889
MAPKAPK2	0	1	206858764	IPR020635	Tyr_kinase_cat_dom	smart	SM00219	64	325	8	ENSG00000162889
MAPKAPK2	0	1	206858773	IPR001245	Ser-Thr/Tyr_kinase_cat_dom	pfam	PF07714	67	320	8	ENSG00000162889
MAPKAPK2	0	1	206858773	IPR000719	Prot_kinase_dom	pfam	PF00069	67	325	8	ENSG00000162889
MAPKAPK2	0	1	206902178	IPR010440	LipoPS_kinase	pfam	PF06293	135	209	4	ENSG00000162889
CR1	1	1	207741171	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	1319	1389	1	ENSG00000203710
CR1	1	1	207741177	IPR000436	Sushi_SCR_CCP	smart	SM00032	1321	1387	1	ENSG00000203710
USH2A	0	1	215940042	IPR003961	Fibronectin_type3	pfscan	PS50853	3590	3676	2	ENSG00000042781
USH2A	0	1	215940066	IPR003961	Fibronectin_type3	superfamily	SSF49265	3580	3668	3	ENSG00000042781
USH2A	0	1	215940069	IPR003961	Fibronectin_type3	smart	SM00060	3590	3667	2	ENSG00000042781
USH2A	0	1	215956144	IPR003961	Fibronectin_type3	superfamily	SSF49265	3100	3507	7	ENSG00000042781
USH2A	0	1	215956210	IPR003961	Fibronectin_type3	smart	SM00060	3110	3485	7	ENSG00000042781
USH2A	0	1	216465641	IPR002049	EGF_laminin	smart	SM00180	518	572	2	ENSG00000042781
