gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
FLG	0	1	152286078	IPR003303	Filaggrin	pfam	PF03516	374	428	1	ENSG00000143631
OR10R2	0	1	158449848	IPR000276	GPCR_Rhodpsn	pfam	PF00001	61	310	1	ENSG00000198965
OR10R2	0	1	158449848	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	61	310	1	ENSG00000198965
OR10R2	0	1	158450112	IPR000725	Olfact_rcpt	prints	PR00245	149	161	1	ENSG00000198965
TNN	1	1	175066819	IPR003961	Fibronectin_type3	pfscan	PS50853	619	706	2	ENSG00000120332
TNN	1	1	175067470	IPR003961	Fibronectin_type3	smart	SM00060	620	697	1	ENSG00000120332
TNN	1	1	175067476	IPR003961	Fibronectin_type3	pfam	PF00041	622	697	1	ENSG00000120332
TNN	1	1	175067482	IPR003961	Fibronectin_type3	superfamily	SSF49265	624	711	2	ENSG00000120332
TOR1AIP1	0	1	179852001	IPR008662	Lamina-ass_polypeptide_CLAP1C	pfam	PF05609	122	583	10	ENSG00000143337
CFHR3	0	1	196749103	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	144	205	3	ENSG00000116785
CFHR3	1	1	196759183	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	208	266	2	ENSG00000116785
CFHR1	0	1	196799638	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	206	264	2	ENSG00000244414
CFHR4	0	1	196879416	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	268	338	2	ENSG00000134365
CFHR4	0	1	196879602	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	330	398	3	ENSG00000134365
CFHR4	0	1	196879608	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	332	393	3	ENSG00000134365
CFHR5	0	1	196965160	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	267	324	2	ENSG00000134389
CFHR5	0	1	196977619	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	506	568	1	ENSG00000134389
CFHR5	0	1	196977622	IPR000436	Sushi_SCR_CCP	smart	SM00032	507	568	1	ENSG00000134389
ASPM	0	1	197057494	IPR016024	ARM-type_fold	superfamily	SSF48371	1007	3351	16	ENSG00000066279
ASPM	0	1	197070815	IPR027417	P-loop_NTPase	superfamily	SSF52540	2453	2522	1	ENSG00000066279
CHIT1	0	1	203186245	IPR017853	Glycoside_hydrolase_SF	superfamily	SSF51445	22	391	9	ENSG00000133063
CNTN2	1	1	205030998	IPR007110	Ig-like_dom	pfscan	PS50835	327	411	2	ENSG00000184144
CNTN2	1	1	205031010	IPR013098	Ig_I-set	pfam	PF07679	331	412	2	ENSG00000184144
CNTN2	1	1	205031016	IPR003599	Ig_sub	smart	SM00409	333	413	2	ENSG00000184144
CNTN2	1	1	205031034	IPR003598	Ig_sub2	smart	SM00408	339	402	2	ENSG00000184144
USH2A	0	1	215956144	IPR003961	Fibronectin_type3	superfamily	SSF49265	3100	3507	7	ENSG00000042781
USH2A	0	1	215956210	IPR003961	Fibronectin_type3	smart	SM00060	3110	3485	7	ENSG00000042781
LEFTY1	0	1	226074445	IPR003942	LRDF	pirsf	PIRSF037402	1	361	4	ENSG00000243709
LEFTY1	0	1	226075203	IPR001111	TGF-b_N	pfam	PF00688	22	211	3	ENSG00000243709
LEFTY1	0	1	226075713	IPR003942	LRDF	prints	PR01427	72	90	2	ENSG00000243709
RP4-559A3.7	0	1	226075711	IPR008927	6-PGluconate_DH_C-like	superfamily	SSF48179	108	199	3	ENSG00000255835
CAPN9	0	1	230883312	IPR001300	Peptidase_C2_calpain_cat	smart	SM00230	24	345	9	ENSG00000135773
CAPN9	0	1	230883366	IPR001300	Peptidase_C2_calpain_cat	pfam	PF00648	42	337	9	ENSG00000135773
CAPN9	0	1	230895353	IPR022684	Calpain_cysteine_protease	prints	PR00704	127	152	2	ENSG00000135773
ARV1	0	1	231114948	IPR007290	Arv1	pfam	PF04161	33	223	4	ENSG00000173409
OR2T12	0	1	248458017	IPR000276	GPCR_Rhodpsn	pfam	PF00001	40	288	1	ENSG00000177201
OR2T12	0	1	248458017	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	39	288	1	ENSG00000177201
OR14C36	0	1	248512191	IPR000276	GPCR_Rhodpsn	pfam	PF00001	39	288	1	ENSG00000177174
OR14C36	0	1	248512191	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	39	288	1	ENSG00000177174
OR14C36	0	1	248512884	IPR000276	GPCR_Rhodpsn	prints	PR00237	270	296	1	ENSG00000177174
OR14C36	0	1	248512917	IPR000725	Olfact_rcpt	prints	PR00245	281	292	1	ENSG00000177174
OR2T4	0	1	248525099	IPR000276	GPCR_Rhodpsn	pfam	PF00001	73	322	1	ENSG00000196944
OR2T4	0	1	248525099	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	73	322	1	ENSG00000196944
OR2T4	0	1	248525288	IPR000276	GPCR_Rhodpsn	prints	PR00237	136	158	1	ENSG00000196944
OR2T7	0	1	248604601	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	32	281	1	ENSG00000227152
OR2T7	0	1	248604604	IPR000276	GPCR_Rhodpsn	pfam	PF00001	33	281	1	ENSG00000227152
OR2G6	0	1	248685761	IPR000276	GPCR_Rhodpsn	prints	PR00237	272	298	1	ENSG00000188558
OR2T11	0	1	248789569	IPR000276	GPCR_Rhodpsn	pfam	PF00001	39	287	1	ENSG00000183130
OR2T11	0	1	248789569	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	38	287	1	ENSG00000183130
OR2T11	0	1	248790061	IPR000276	GPCR_Rhodpsn	prints	PR00237	101	123	1	ENSG00000183130
OR2T35	0	1	248801690	IPR000276	GPCR_Rhodpsn	pfam	PF00001	43	290	1	ENSG00000177151
OR2T35	0	1	248801690	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	42	290	1	ENSG00000177151
OR2T35	0	1	248801750	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	36	270	1	ENSG00000177151
OR2T35	0	1	248801894	IPR000276	GPCR_Rhodpsn	prints	PR00237	199	222	1	ENSG00000177151
OR2T27	0	1	248813292	IPR000276	GPCR_Rhodpsn	prints	PR00237	272	298	1	ENSG00000187701
OR2T27	0	1	248813304	IPR000725	Olfact_rcpt	prints	PR00245	283	294	1	ENSG00000187701
OR2T27	0	1	248813316	IPR000276	GPCR_Rhodpsn	pfam	PF00001	42	290	1	ENSG00000187701
OR2T27	0	1	248813316	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	41	290	1	ENSG00000187701
ALLC	0	2	3718748	IPR005164	Allantoicase	tigrfam	TIGR02961	1	365	11	ENSG00000151360
KRTCAP3	0	2	27665472	IPR020977	Beta-casein-like	pfam	PF12304	19	211	5	ENSG00000157992
RETSAT	0	2	85573135	IPR006076	FAD-dep_OxRdtase	pfam	PF01266	69	360	5	ENSG00000042445
RETSAT	0	2	85578032	IPR002937	Amino_oxidase	pfam	PF01593	78	156	2	ENSG00000042445
RETSAT	0	2	85578834	IPR003953	FAD_bind_dom	pfam	PF00890	69	108	1	ENSG00000042445
RETSAT	0	2	85578834	IPR023753	Pyr_nucl-diS_OxRdtase_FAD/NAD	pfam	PF07992	69	108	1	ENSG00000042445
RETSAT	0	2	85578855	IPR002938	mOase_FAD-bd	pfam	PF01494	68	101	1	ENSG00000042445
CAPG	0	2	85628664	IPR007122	Villin/Gelsolin	smart	SM00262	19	113	2	ENSG00000042493
IGKV3OR2-268	0	2	87565679	IPR007110	Ig-like_dom	pfscan	PS50835	16	117	2	ENSG00000233999
IGKV1-6	0	2	89265781	IPR007110	Ig-like_dom	pfscan	PS50835	18	117	2	ENSG00000239855
IGKV3-11	1	2	89326668	IPR007110	Ig-like_dom	pfscan	PS50835	16	115	2	ENSG00000241351
ANKRD36	0	2	97779564	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	30	251	6	ENSG00000135976
ANKRD36	0	2	97779582	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	36	228	5	ENSG00000135976
ANKRD36	0	2	97788723	IPR002110	Ankyrin_rpt	pfscan	PS50088	196	228	2	ENSG00000135976
IL1R1	0	2	102793175	IPR004076	IL-1_rcpt_I-typ	prints	PR01538	556	569	1	ENSG00000115594
SULT1C3	0	2	108863684	IPR027417	P-loop_NTPase	superfamily	SSF52540	12	304	7	ENSG00000196228
SULT1C2	0	2	108910136	IPR027417	P-loop_NTPase	superfamily	SSF52540	5	307	8	ENSG00000198203
SULT1C2	0	2	108910238	IPR000863	Sulfotransferase_dom	pfam	PF00685	39	299	8	ENSG00000198203
ACOXL	0	2	111525967	IPR012258	Acyl-CoA_oxidase	pirsf	PIRSF000168	1	579	17	ENSG00000153093
ACOXL	0	2	111753489	IPR009075	AcylCo_DH/oxidase_C	superfamily	SSF47203	397	571	5	ENSG00000153093
ACOXL	0	2	111753498	IPR002655	Acyl-CoA_oxidase_C	pfam	PF01756	400	545	5	ENSG00000153093
RABL2A	0	2	114386232	IPR027417	P-loop_NTPase	superfamily	SSF52540	17	213	8	ENSG00000144134
RABL2A	0	2	114386238	IPR006689	Small_GTPase_ARF/SAR	pfam	PF00025	19	141	6	ENSG00000144134
RABL2A	0	2	114386238	IPR020849	Small_GTPase_Ras	smart	SM00173	19	180	7	ENSG00000144134
RABL2A	0	2	114386244	IPR005225	Small_GTP-bd_dom	tigrfam	TIGR00231	21	171	7	ENSG00000144134
RABL2A	0	2	114386247	IPR003579	Small_GTPase_Rab_type	smart	SM00175	22	180	7	ENSG00000144134
RABL2A	0	2	114386250	IPR013684	MIRO-like	pfam	PF08477	23	136	5	ENSG00000144134
RABL2A	0	2	114386250	IPR006762	Gtr1_RagA	pfam	PF04670	23	149	6	ENSG00000144134
RABL2A	0	2	114386250	IPR001806	Small_GTPase	pfam	PF00071	23	176	7	ENSG00000144134
RABL2A	0	2	114386253	IPR003578	Small_GTPase_Rho	smart	SM00174	24	180	7	ENSG00000144134
RABL2A	0	2	114386262	IPR002041	Ran_GTPase	smart	SM00176	27	215	8	ENSG00000144134
RABL2A	0	2	114391758	IPR000795	EF_GTP-bd_dom	pfam	PF00009	56	174	5	ENSG00000144134
RABL2A	0	2	114391779	IPR001806	Small_GTPase	prints	PR00449	63	85	2	ENSG00000144134
POTEF	0	2	130865631	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	137	359	6	ENSG00000196604
POTEF	0	2	130865637	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	138	357	6	ENSG00000196604
POTEF	0	2	130869576	IPR002110	Ankyrin_rpt	pfscan	PS50088	271	303	1	ENSG00000196604
POTEF	0	2	130869585	IPR002110	Ankyrin_rpt	smart	SM00248	271	300	1	ENSG00000196604
ZRANB3	0	2	135960405	IPR003615	HNH_nuc	smart	SM00507	995	1046	2	ENSG00000121988
THSD7B	0	2	138030210	IPR000884	Thrombospondin_1_rpt	superfamily	SSF82895	792	864	3	ENSG00000144229
UPP2	0	2	158962633	IPR010059	Uridine_phosphorylase_euk	tigrfam	TIGR01719	86	370	6	ENSG00000007001
UPP2	0	2	158971613	IPR000845	Nucleoside_phosphorylase_d	pfam	PF01048	118	366	5	ENSG00000007001
IFIH1	0	2	163123731	IPR021673	RIG-I_C-RD	pfam	PF11648	903	1019	3	ENSG00000115267
PDE11A	0	2	178494231	IPR002073	PDEase_catalytic_dom	pfam	PF00233	663	902	9	ENSG00000128655
PDE11A	0	2	178534293	IPR003607	HD/PDEase_dom	smart	SM00471	661	830	7	ENSG00000128655
TTN	0	2	179393375	IPR012337	RNaseH-like_dom	superfamily	SSF53098	429	35701	353	ENSG00000155657
TTN	0	2	179395685	IPR022682	Calpain_domain_III	superfamily	SSF49758	9603	35219	259	ENSG00000155657
TTN	0	2	179413920	IPR003961	Fibronectin_type3	superfamily	SSF49265	30710	30811	2	ENSG00000155657
NEUROD1	0	2	182542520	IPR016637	TF_bHLH_NeuroD	pirsf	PIRSF015618	1	356	1	ENSG00000162992
ICA1L	1	2	203644259	IPR006723	Islet_autoAg_Ica1_C	pfam	PF04629	254	482	7	ENSG00000163596
CPO	0	2	207814420	IPR000834	Peptidase_M14	smart	SM00631	50	332	8	ENSG00000144410
CPO	0	2	207820187	IPR000834	Peptidase_M14	pfam	PF00246	56	336	7	ENSG00000144410
MOGAT1	0	2	223553089	IPR007130	DAGAT	pfam	PF03982	41	335	5	ENSG00000124003
UGT1A10	0	2	234545244	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000242515
UGT1A9	0	2	234580656	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000241119
UGT1A7	0	2	234590659	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000244122
UGT1A6	0	2	234601729	IPR002213	UDP_glucos_trans	pfam	PF00201	27	524	5	ENSG00000167165
UGT1A5	0	2	234621722	IPR002213	UDP_glucos_trans	pfam	PF00201	29	526	5	ENSG00000240224
UGT1A4	0	2	234627551	IPR002213	UDP_glucos_trans	pfam	PF00201	29	526	5	ENSG00000244474
MROH2A	0	2	234727333	IPR016024	ARM-type_fold	superfamily	SSF48371	1041	1658	14	ENSG00000185038
GPC1	0	2	241375360	IPR001863	Glypican	pfam	PF01153	9	550	9	ENSG00000063660
PP2D1	0	3	20026887	IPR001932	PP2C-like_dom	superfamily	SSF81606	151	626	2	ENSG00000183977
PP2D1	0	3	20026908	IPR001932	PP2C-like_dom	smart	SM00332	162	619	2	ENSG00000183977
PP2D1	0	3	20027349	IPR001932	PP2C-like_dom	pfam	PF00481	358	472	2	ENSG00000183977
VILL	0	3	38040919	IPR007122	Villin/Gelsolin	smart	SM00262	391	488	3	ENSG00000136059
VILL	0	3	38042971	IPR007123	Gelsolin_dom	pfam	PF00626	403	482	2	ENSG00000136059
SLC22A14	0	3	38347872	IPR020846	MFS_dom	pfscan	PS50850	119	563	9	ENSG00000144671
SLC22A14	0	3	38348763	IPR016196	MFS_dom_general_subst_transpt	superfamily	SSF103473	179	569	8	ENSG00000144671
SLC22A14	0	3	38348790	IPR011701	MFS	pfam	PF07690	188	529	8	ENSG00000144671
SLC22A14	0	3	38348793	IPR005828	Sub_transporter	pfam	PF00083	189	569	8	ENSG00000144671
CCR5	5	3	46414514	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	41	260	1	ENSG00000160791
CCR5	5	3	46414532	IPR000276	GPCR_Rhodpsn	pfam	PF00001	47	297	1	ENSG00000160791
CCR5	5	3	46414532	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	47	297	1	ENSG00000160791
CCR5	5	3	46414892	IPR002240	Chemokine_CCR5	prints	PR01110	167	187	1	ENSG00000160791
CCR5	5	3	46414928	IPR002236	Chemokine_CCR1	prints	PR01106	179	191	1	ENSG00000160791
PRSS45	0	3	46783921	IPR009003	Trypsin-like_Pept_dom	superfamily	SSF50494	5	202	4	ENSG00000188086
PRSS45	0	3	46783921	IPR001254	Peptidase_S1	pfscan	PS50240	1	202	4	ENSG00000188086
PRSS45	0	3	46783936	IPR001254	Peptidase_S1	smart	SM00020	2	197	4	ENSG00000188086
PRSS45	0	3	46784535	IPR015420	Peptidase_S1A_nudel	pfam	PF09342	4	107	3	ENSG00000188086
PRSS45	0	3	46784550	IPR001254	Peptidase_S1	pfam	PF00089	3	102	3	ENSG00000188086
PRSS45	0	3	46786141	IPR001314	Peptidase_S1A	prints	PR00722	20	35	1	ENSG00000188086
MST1R	0	3	49924743	IPR016244	Tyr_kinase_HGF/MSP_rcpt	pirsf	PIRSF000617	3	1400	20	ENSG00000164078
MST1R	0	3	49934200	IPR014756	Ig_E-set	superfamily	SSF81296	680	769	3	ENSG00000164078
MST1R	0	3	49934206	IPR002909	IPT	smart	SM00429	683	767	2	ENSG00000164078
MST1R	0	3	49934209	IPR002909	IPT	pfam	PF01833	684	766	2	ENSG00000164078
ZNF717	0	3	75786836	IPR007087	Znf_C2H2	pfscan	PS50157	619	646	1	ENSG00000227124
ZNF717	0	3	75787004	IPR007087	Znf_C2H2	pfscan	PS50157	563	590	1	ENSG00000227124
ZNF717	0	3	75787676	IPR007087	Znf_C2H2	pfscan	PS50157	339	366	1	ENSG00000227124
OR5AC2	0	3	97806143	IPR000276	GPCR_Rhodpsn	pfam	PF00001	43	292	1	ENSG00000196578
OR5AC2	0	3	97806143	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	43	292	1	ENSG00000196578
OR5AC2	0	3	97806296	IPR000725	Olfact_rcpt	prints	PR00245	94	105	1	ENSG00000196578
OR5H1	0	3	97851662	IPR000276	GPCR_Rhodpsn	pfam	PF00001	41	290	1	ENSG00000231192
OR5H1	0	3	97851662	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	41	290	1	ENSG00000231192
OR5H1	0	3	97851716	IPR000276	GPCR_Rhodpsn	prints	PR00237	59	80	1	ENSG00000231192
OR5H14	0	3	97868335	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	36	292	1	ENSG00000236032
OR5H14	0	3	97868350	IPR000276	GPCR_Rhodpsn	pfam	PF00001	41	290	1	ENSG00000236032
OR5H14	0	3	97868350	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	41	290	1	ENSG00000236032
OR5H14	0	3	97868935	IPR000725	Olfact_rcpt	prints	PR00245	236	245	1	ENSG00000236032
OR5H15	0	3	97887664	IPR000276	GPCR_Rhodpsn	pfam	PF00001	41	290	1	ENSG00000233412
OR5H15	0	3	97887664	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	41	290	1	ENSG00000233412
OR5H15	0	3	97887817	IPR000725	Olfact_rcpt	prints	PR00245	92	103	1	ENSG00000233412
HHLA2	0	3	108074225	IPR003599	Ig_sub	smart	SM00409	228	335	3	ENSG00000114455
HHLA2	0	3	108076702	IPR013106	Ig_V-set	pfam	PF07686	233	330	1	ENSG00000114455
HHLA2	0	3	108076708	IPR007110	Ig-like_dom	pfscan	PS50835	235	328	1	ENSG00000114455
HHLA2	0	3	108076717	IPR003596	Ig_V-set_subgr	smart	SM00406	238	319	1	ENSG00000114455
PLCXD2	0	3	111394180	IPR017946	PLC-like_Pdiesterase_TIM-brl	superfamily	SSF51695	30	295	4	ENSG00000240891
TMPRSS7	0	3	111768821	IPR000859	CUB_dom	superfamily	SSF49854	238	353	4	ENSG00000176040
ZNF80	0	3	113955190	IPR007087	Znf_C2H2	pfscan	PS50157	217	244	1	ENSG00000174255
ZNF80	0	3	113955205	IPR007087	Znf_C2H2	pfam	PF00096	217	239	1	ENSG00000174255
ZNF80	0	3	113955205	IPR015880	Znf_C2H2-like	smart	SM00355	217	239	1	ENSG00000174255
ZNF80	0	3	113955694	IPR007087	Znf_C2H2	pfscan	PS50157	49	76	1	ENSG00000174255
ZNF80	0	3	113955709	IPR007087	Znf_C2H2	pfam	PF00096	49	71	1	ENSG00000174255
ZNF80	0	3	113955709	IPR015880	Znf_C2H2-like	smart	SM00355	49	71	1	ENSG00000174255
SLC12A8	0	3	124826797	IPR004841	AA-permease/SLC12A_dom	pfam	PF00324	44	411	8	ENSG00000221955
MBD4	0	3	129150347	IPR017352	Me_CpG-bd_MBD4	pirsf	PIRSF038005	5	580	8	ENSG00000129071
COL6A5	0	3	130159063	IPR002035	VWF_A	smart	SM00327	1961	2151	1	ENSG00000172752
COL6A5	0	3	130159069	IPR002035	VWF_A	pfscan	PS50234	1963	2154	1	ENSG00000172752
ACAD11	0	3	132294724	IPR009100	AcylCoA_DH/oxidase_NM_dom	superfamily	SSF56645	361	631	9	ENSG00000240303
ACAD11	0	3	132323970	IPR013786	AcylCoA_DH/ox_N	pfam	PF02771	381	498	4	ENSG00000240303
NCK1	0	3	136646844	IPR017304	NCK	pirsf	PIRSF037874	1	377	3	ENSG00000158092
NCK1	0	3	136664766	IPR001452	SH3_domain	superfamily	SSF50044	190	264	1	ENSG00000158092
GFM1	0	3	158363457	IPR004540	Transl_elong_EFG/EF2	tigrfam	TIGR00484	41	734	17	ENSG00000168827
GFM1	0	3	158384135	IPR005517	Transl_elong_EFG/EF2_IV	pfam	PF03764	521	641	4	ENSG00000168827
GFM1	0	3	158384135	IPR020568	Ribosomal_S5_D2-typ_fold	superfamily	SSF54211	521	642	4	ENSG00000168827
GFM1	0	3	158384138	IPR005517	Transl_elong_EFG/EF2_IV	smart	SM00889	522	642	4	ENSG00000168827
LXN	0	3	158384444	IPR009684	Prot_inh_latexin	pfam	PF06907	2	220	6	ENSG00000079257
LXN	0	3	158384450	IPR009684	Prot_inh_latexin	pirsf	PIRSF011132	1	218	6	ENSG00000079257
LRRC34	0	3	169514022	IPR003590	Leu-rich_rpt_RNase_inh_sub-typ	smart	SM00368	321	348	1	ENSG00000171757
HRG	0	3	186383857	IPR000010	Prot_inh_cystat	smart	SM00043	13	127	3	ENSG00000113905
HRG	0	3	186383881	IPR000010	Prot_inh_cystat	pfam	PF00031	21	113	3	ENSG00000113905
UTS2B	0	3	190986208	IPR001483	Urotensin_II	pfam	PF02083	110	119	2	ENSG00000188958
