gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
CFHR3	2	1	196759183	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	208	266	2	ENSG00000116785
CFHR1	14	1	196799638	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	206	264	2	ENSG00000244414
CFHR4	1	1	196879416	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	268	338	2	ENSG00000134365
CFHR4	1	1	196879602	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	330	398	3	ENSG00000134365
CFHR4	1	1	196879608	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	332	393	3	ENSG00000134365
CFHR5	1	1	196965160	IPR000436	Sushi_SCR_CCP	pfscan	PS50923	267	324	2	ENSG00000134389
CFHR5	1	1	196977619	IPR000436	Sushi_SCR_CCP	superfamily	SSF57535	506	568	1	ENSG00000134389
CFHR5	1	1	196977622	IPR000436	Sushi_SCR_CCP	smart	SM00032	507	568	1	ENSG00000134389
CNTN2	1	1	205030998	IPR007110	Ig-like_dom	pfscan	PS50835	327	411	2	ENSG00000184144
CNTN2	1	1	205031010	IPR013098	Ig_I-set	pfam	PF07679	331	412	2	ENSG00000184144
CNTN2	1	1	205031016	IPR003599	Ig_sub	smart	SM00409	333	413	2	ENSG00000184144
CNTN2	1	1	205031034	IPR003598	Ig_sub2	smart	SM00408	339	402	2	ENSG00000184144
USH2A	2	1	215956144	IPR003961	Fibronectin_type3	superfamily	SSF49265	3100	3507	7	ENSG00000042781
USH2A	2	1	215956210	IPR003961	Fibronectin_type3	smart	SM00060	3110	3485	7	ENSG00000042781
LEFTY1	1	1	226074445	IPR003942	LRDF	pirsf	PIRSF037402	1	361	4	ENSG00000243709
LEFTY1	1	1	226075203	IPR001111	TGF-b_N	pfam	PF00688	22	211	3	ENSG00000243709
LEFTY1	1	1	226075713	IPR003942	LRDF	prints	PR01427	72	90	2	ENSG00000243709
RP4-559A3.7	1	1	226075711	IPR008927	6-PGluconate_DH_C-like	superfamily	SSF48179	108	199	3	ENSG00000255835
ARV1	1	1	231114948	IPR007290	Arv1	pfam	PF04161	33	223	4	ENSG00000173409
OR2T7	1	1	248604601	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	32	281	1	ENSG00000227152
OR2T7	1	1	248604604	IPR000276	GPCR_Rhodpsn	pfam	PF00001	33	281	1	ENSG00000227152
OR2T11	2	1	248789569	IPR000276	GPCR_Rhodpsn	pfam	PF00001	39	287	1	ENSG00000183130
OR2T11	2	1	248789569	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	38	287	1	ENSG00000183130
OR2T35	1	1	248801690	IPR000276	GPCR_Rhodpsn	pfam	PF00001	43	290	1	ENSG00000177151
OR2T35	1	1	248801690	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	42	290	1	ENSG00000177151
OR2T35	1	1	248801750	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	36	270	1	ENSG00000177151
ALLC	1	2	3718748	IPR005164	Allantoicase	tigrfam	TIGR02961	1	365	11	ENSG00000151360
KRTCAP3	1	2	27665472	IPR020977	Beta-casein-like	pfam	PF12304	19	211	5	ENSG00000157992
RETSAT	1	2	85573135	IPR006076	FAD-dep_OxRdtase	pfam	PF01266	69	360	5	ENSG00000042445
RETSAT	1	2	85578032	IPR002937	Amino_oxidase	pfam	PF01593	78	156	2	ENSG00000042445
RETSAT	1	2	85578834	IPR003953	FAD_bind_dom	pfam	PF00890	69	108	1	ENSG00000042445
RETSAT	1	2	85578834	IPR023753	Pyr_nucl-diS_OxRdtase_FAD/NAD	pfam	PF07992	69	108	1	ENSG00000042445
RETSAT	1	2	85578855	IPR002938	mOase_FAD-bd	pfam	PF01494	68	101	1	ENSG00000042445
CAPG	1	2	85628664	IPR007122	Villin/Gelsolin	smart	SM00262	19	113	2	ENSG00000042493
IGKV1-6	1	2	89265781	IPR007110	Ig-like_dom	pfscan	PS50835	18	117	2	ENSG00000239855
IGKV3-11	1	2	89326668	IPR007110	Ig-like_dom	pfscan	PS50835	16	115	2	ENSG00000241351
ANKRD36	1	2	97779564	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	30	251	6	ENSG00000135976
ANKRD36	1	2	97779582	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	36	228	5	ENSG00000135976
ANKRD36	1	2	97788723	IPR002110	Ankyrin_rpt	pfscan	PS50088	196	228	2	ENSG00000135976
IL1R1	1	2	102793175	IPR004076	IL-1_rcpt_I-typ	prints	PR01538	556	569	1	ENSG00000115594
POTEF	1	2	130865631	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	137	359	6	ENSG00000196604
POTEF	1	2	130865637	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	138	357	6	ENSG00000196604
POTEF	1	2	130869576	IPR002110	Ankyrin_rpt	pfscan	PS50088	271	303	1	ENSG00000196604
POTEF	1	2	130869585	IPR002110	Ankyrin_rpt	smart	SM00248	271	300	1	ENSG00000196604
UPP2	1	2	158962633	IPR010059	Uridine_phosphorylase_euk	tigrfam	TIGR01719	86	370	6	ENSG00000007001
UPP2	1	2	158971613	IPR000845	Nucleoside_phosphorylase_d	pfam	PF01048	118	366	5	ENSG00000007001
IFIH1	1	2	163123731	IPR021673	RIG-I_C-RD	pfam	PF11648	903	1019	3	ENSG00000115267
PDE11A	1	2	178494231	IPR002073	PDEase_catalytic_dom	pfam	PF00233	663	902	9	ENSG00000128655
PDE11A	1	2	178534293	IPR003607	HD/PDEase_dom	smart	SM00471	661	830	7	ENSG00000128655
TTN	1	2	179393375	IPR012337	RNaseH-like_dom	superfamily	SSF53098	429	35701	353	ENSG00000155657
TTN	1	2	179395685	IPR022682	Calpain_domain_III	superfamily	SSF49758	9603	35219	259	ENSG00000155657
TTN	1	2	179413920	IPR003961	Fibronectin_type3	superfamily	SSF49265	30710	30811	2	ENSG00000155657
NEUROD1	1	2	182542520	IPR016637	TF_bHLH_NeuroD	pirsf	PIRSF015618	1	356	1	ENSG00000162992
ICA1L	1	2	203644259	IPR006723	Islet_autoAg_Ica1_C	pfam	PF04629	254	482	7	ENSG00000163596
CPO	1	2	207814420	IPR000834	Peptidase_M14	smart	SM00631	50	332	8	ENSG00000144410
CPO	1	2	207820187	IPR000834	Peptidase_M14	pfam	PF00246	56	336	7	ENSG00000144410
MOGAT1	1	2	223553089	IPR007130	DAGAT	pfam	PF03982	41	335	5	ENSG00000124003
UGT1A10	1	2	234545244	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000242515
UGT1A9	1	2	234580656	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000241119
UGT1A7	1	2	234590659	IPR002213	UDP_glucos_trans	pfam	PF00201	26	522	5	ENSG00000244122
UGT1A6	1	2	234601729	IPR002213	UDP_glucos_trans	pfam	PF00201	27	524	5	ENSG00000167165
UGT1A5	1	2	234621722	IPR002213	UDP_glucos_trans	pfam	PF00201	29	526	5	ENSG00000240224
UGT1A4	1	2	234627551	IPR002213	UDP_glucos_trans	pfam	PF00201	29	526	5	ENSG00000244474
VILL	1	3	38040919	IPR007122	Villin/Gelsolin	smart	SM00262	391	488	3	ENSG00000136059
VILL	1	3	38042971	IPR007123	Gelsolin_dom	pfam	PF00626	403	482	2	ENSG00000136059
MST1R	1	3	49924743	IPR016244	Tyr_kinase_HGF/MSP_rcpt	pirsf	PIRSF000617	3	1400	20	ENSG00000164078
MST1R	1	3	49934200	IPR014756	Ig_E-set	superfamily	SSF81296	680	769	3	ENSG00000164078
MST1R	1	3	49934206	IPR002909	IPT	smart	SM00429	683	767	2	ENSG00000164078
MST1R	1	3	49934209	IPR002909	IPT	pfam	PF01833	684	766	2	ENSG00000164078
ZNF717	3	3	75786836	IPR007087	Znf_C2H2	pfscan	PS50157	619	646	1	ENSG00000227124
ZNF717	3	3	75787676	IPR007087	Znf_C2H2	pfscan	PS50157	339	366	1	ENSG00000227124
OR5H14	5	3	97868335	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	36	292	1	ENSG00000236032
OR5H14	5	3	97868350	IPR000276	GPCR_Rhodpsn	pfam	PF00001	41	290	1	ENSG00000236032
OR5H14	5	3	97868350	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	41	290	1	ENSG00000236032
OR5H14	5	3	97868935	IPR000725	Olfact_rcpt	prints	PR00245	236	245	1	ENSG00000236032
HHLA2	1	3	108074225	IPR003599	Ig_sub	smart	SM00409	228	335	3	ENSG00000114455
HHLA2	1	3	108076702	IPR013106	Ig_V-set	pfam	PF07686	233	330	1	ENSG00000114455
HHLA2	1	3	108076708	IPR007110	Ig-like_dom	pfscan	PS50835	235	328	1	ENSG00000114455
HHLA2	1	3	108076717	IPR003596	Ig_V-set_subgr	smart	SM00406	238	319	1	ENSG00000114455
PLCXD2	1	3	111394180	IPR017946	PLC-like_Pdiesterase_TIM-brl	superfamily	SSF51695	30	295	4	ENSG00000240891
SLC12A8	1	3	124826797	IPR004841	AA-permease/SLC12A_dom	pfam	PF00324	44	411	8	ENSG00000221955
MBD4	1	3	129150347	IPR017352	Me_CpG-bd_MBD4	pirsf	PIRSF038005	5	580	8	ENSG00000129071
GFM1	1	3	158363457	IPR004540	Transl_elong_EFG/EF2	tigrfam	TIGR00484	41	734	17	ENSG00000168827
GFM1	1	3	158384135	IPR005517	Transl_elong_EFG/EF2_IV	pfam	PF03764	521	641	4	ENSG00000168827
GFM1	1	3	158384135	IPR020568	Ribosomal_S5_D2-typ_fold	superfamily	SSF54211	521	642	4	ENSG00000168827
GFM1	1	3	158384138	IPR005517	Transl_elong_EFG/EF2_IV	smart	SM00889	522	642	4	ENSG00000168827
LXN	1	3	158384444	IPR009684	Prot_inh_latexin	pfam	PF06907	2	220	6	ENSG00000079257
LXN	1	3	158384450	IPR009684	Prot_inh_latexin	pirsf	PIRSF011132	1	218	6	ENSG00000079257
HRG	1	3	186383857	IPR000010	Prot_inh_cystat	smart	SM00043	13	127	3	ENSG00000113905
HRG	1	3	186383881	IPR000010	Prot_inh_cystat	pfam	PF00031	21	113	3	ENSG00000113905
UTS2B	1	3	190986208	IPR001483	Urotensin_II	pfam	PF02083	110	119	2	ENSG00000188958
ATP13A5	2	3	192994578	IPR006544	ATPase_P-typ_Cation_typ_V	tigrfam	TIGR01657	20	1119	29	ENSG00000187527
ATP13A5	2	3	193048963	IPR008250	ATPase_P-typ_transduc_dom_A	pfam	PF00122	230	470	6	ENSG00000187527
CRIPAK	1	4	1389107	IPR003616	Post-SET_dom	smart	SM00508	270	286	1	ENSG00000179979
GRK4	1	4	2986278	IPR016137	Regulat_G_prot_signal_superfam	superfamily	SSF48097	31	182	6	ENSG00000125388
GRK4	2	4	3009503	IPR011009	Kinase-like_dom	superfamily	SSF56112	162	476	9	ENSG00000125388
GRK4	1	4	3009521	IPR000239	GPCR_kinase	prints	PR00717	168	180	2	ENSG00000125388
GRK4	1	4	3011397	IPR020635	Tyr_kinase_cat_dom	smart	SM00219	187	433	7	ENSG00000125388
GRK4	1	4	3011397	IPR000719	Prot_kinase_dom	pfscan	PS50011	187	449	7	ENSG00000125388
GRK4	1	4	3011397	IPR002290	Ser/Thr_dual-sp_kinase_dom	smart	SM00220	187	449	7	ENSG00000125388
GRK4	1	4	3011403	IPR000719	Prot_kinase_dom	pfam	PF00069	189	447	7	ENSG00000125388
GRK4	1	4	3011406	IPR001245	Ser-Thr/Tyr_kinase_cat_dom	pfam	PF07714	190	432	7	ENSG00000125388
USP17L10	13	4	9213511	IPR006861	HABP4_PAIRBP1-bd	pfam	PF04774	377	454	1	ENSG00000231396
TLR10	1	4	38774863	IPR017241	Toll-like_receptor	pirsf	PIRSF037595	1	783	1	ENSG00000174123
CORIN	1	4	47597741	IPR017052	Peptidase_S1A_corin	pirsf	PIRSF036376	1	1042	22	ENSG00000145244
TMPRSS11B	1	4	69093632	IPR017329	Pept_S1A_HAT/DESC1	pirsf	PIRSF037941	1	416	10	ENSG00000185873
TMPRSS11B	1	4	69093635	IPR001254	Peptidase_S1	pfscan	PS50240	185	415	4	ENSG00000185873
TMPRSS11B	1	4	69093635	IPR009003	Trypsin-like_Pept_dom	superfamily	SSF50494	171	415	4	ENSG00000185873
TMPRSS11B	1	4	69093650	IPR001254	Peptidase_S1	smart	SM00020	184	410	4	ENSG00000185873
TMPRSS11B	1	4	69093767	IPR001314	Peptidase_S1A	prints	PR00722	359	371	2	ENSG00000185873
UGT2B17	3	4	69403352	IPR002213	UDP_glucos_trans	pfam	PF00201	24	528	6	ENSG00000197888
UGT2B10	1	4	69681804	IPR002213	UDP_glucos_trans	pfam	PF00201	23	526	6	ENSG00000109181
UGT2B28	1	4	70146288	IPR002213	UDP_glucos_trans	pfam	PF00201	24	527	6	ENSG00000135226
CXCL6	1	4	74702531	IPR001811	Chemokine_IL8-like_dom	superfamily	SSF54117	22	110	4	ENSG00000124875
CXCL6	1	4	74702707	IPR001811	Chemokine_IL8-like_dom	smart	SM00199	46	106	2	ENSG00000124875
CXCL6	1	4	74702716	IPR001811	Chemokine_IL8-like_dom	pfam	PF00048	49	106	2	ENSG00000124875
CXCL6	1	4	74702758	IPR001089	Chemokine_CXC	prints	PR00437	63	84	2	ENSG00000124875
LARP1B	1	4	129120706	IPR006607	DM15	smart	SM00684	706	747	2	ENSG00000138709
RP11-542P2.1	1	4	141371272	IPR006759	Glyco_transf_54	pfam	PF04666	93	373	9	ENSG00000205301
GYPB	1	4	144918693	IPR001195	Glycophorin	pfam	PF01102	21	90	3	ENSG00000250361
DCHS2	1	4	155180760	IPR002126	Cadherin	pfscan	PS50268	1685	1787	3	ENSG00000197410
DCHS2	1	4	155180766	IPR002126	Cadherin	smart	SM00112	1706	1785	2	ENSG00000197410
DCHS2	1	4	155180784	IPR015919	Cadherin-like	superfamily	SSF49313	1684	1779	3	ENSG00000197410
DCHS2	1	4	155180805	IPR002126	Cadherin	pfam	PF00028	1691	1772	3	ENSG00000197410
DDX60L	1	4	169336896	IPR014001	Helicase_ATP-bd	smart	SM00487	740	927	6	ENSG00000181381
DDX60L	1	4	169337853	IPR011545	DNA/RNA_helicase_DEAD/DEAH_N	pfam	PF00270	747	902	5	ENSG00000181381
C6	1	5	41160380	IPR020864	MACPF	smart	SM00457	312	516	4	ENSG00000039537
C6	1	5	41160386	IPR020864	MACPF	pfam	PF01823	293	514	5	ENSG00000039537
RIOK2	1	5	96513485	IPR015285	RIO2_kinase_winged_hlx_N	pfam	PF09202	9	91	3	ENSG00000058729
SLC27A6	1	5	128302071	IPR000873	AMP-dep_Synth/Lig	pfam	PF00501	81	511	8	ENSG00000113396
IL5	1	5	131877509	IPR000186	IL-5	pfam	PF02025	22	133	4	ENSG00000113525
IL5	1	5	131877515	IPR009079	4_helix_cytokine-like_core	superfamily	SSF47266	24	131	4	ENSG00000113525
IL5	1	5	131877599	IPR000186	IL-5	prints	PR00432	75	103	2	ENSG00000113525
PCDHB17	1	5	140536909	IPR015919	Cadherin-like	superfamily	SSF49313	445	553	1	ENSG00000255622
PCDHB17	1	5	140536933	IPR002126	Cadherin	pfscan	PS50268	453	563	1	ENSG00000255622
PCDHB17	1	5	140536945	IPR002126	Cadherin	pfam	PF00028	457	553	1	ENSG00000255622
PCDHB17	1	5	140536996	IPR002126	Cadherin	smart	SM00112	474	556	1	ENSG00000255622
PCDHGA8	1	5	140772435	IPR002126	Cadherin	smart	SM00112	19	131	1	ENSG00000253767
PCDHGA8	1	5	140772465	IPR013164	Cadherin_N	pfam	PF08266	29	112	1	ENSG00000253767
PCDHGA8	1	5	140772465	IPR002126	Cadherin	pfscan	PS50268	29	133	1	ENSG00000253767
PCDHGA8	1	5	140772468	IPR015919	Cadherin-like	superfamily	SSF49313	30	125	1	ENSG00000253767
NMUR2	1	5	151771977	IPR019424	7TM_GPCR_olfarory/Srsx	pfam	PF10320	56	341	4	ENSG00000132911
NMUR2	1	5	151772019	IPR000276	GPCR_Rhodpsn	pfam	PF00001	62	327	4	ENSG00000132911
NMUR2	1	5	151772019	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	62	327	4	ENSG00000132911
NMUR2	1	5	151784177	IPR005392	NeuromedU_rcpt_2	prints	PR01567	152	166	1	ENSG00000132911
ATP10B	1	5	159992856	IPR006539	ATPase_P-typ_Plipid-transp	tigrfam	TIGR01652	714	1330	12	ENSG00000118322
ATP10B	1	5	160029650	IPR023214	HAD-like_dom	superfamily	SSF56784	418	1099	10	ENSG00000118322
COL23A1	1	5	177684527	IPR008160	Collagen	pfam	PF01391	199	257	5	ENSG00000050767
LY86	1	6	6589079	IPR014756	Ig_E-set	superfamily	SSF81296	38	161	5	ENSG00000112799
LY86	1	6	6589091	IPR003172	ML_dom	smart	SM00737	42	159	5	ENSG00000112799
OR2H1	2	6	29429661	IPR000276	GPCR_Rhodpsn	pfam	PF00001	39	288	1	ENSG00000204688
OR2H1	2	6	29429661	IPR017452	GPCR_Rhodpsn_7TM	pfscan	PS50262	39	288	1	ENSG00000204688
OR2H1	1	6	29429850	IPR000276	GPCR_Rhodpsn	prints	PR00237	102	124	1	ENSG00000204688
OR2H1	1	6	29430354	IPR000276	GPCR_Rhodpsn	prints	PR00237	270	296	1	ENSG00000204688
TRIM15	1	6	30138372	IPR001870	B30.2/SPRY	pfscan	PS50188	276	465	3	ENSG00000204610
TRIM15	1	6	30138758	IPR008985	ConA-like_lec_gl_sf	superfamily	SSF49899	285	458	2	ENSG00000204610
TRIM15	1	6	30139764	IPR003877	SPRY_rcpt	pfam	PF00622	346	462	1	ENSG00000204610
TRIM15	1	6	30139764	IPR018355	SPla/RYanodine_receptor_subgr	smart	SM00449	346	464	1	ENSG00000204610
HLA-B	4	6	31323948	IPR011162	MHC_I/II-like_Ag-recog	superfamily	SSF54452	25	205	3	ENSG00000234745
HLA-B	4	6	31323954	IPR001039	MHC_I_a_a1/a2	pfam	PF00129	25	203	3	ENSG00000234745
BTNL2	1	6	32363817	IPR003599	Ig_sub	smart	SM00409	252	359	1	ENSG00000204290
BTNL2	1	6	32363829	IPR007110	Ig-like_dom	pfscan	PS50835	236	355	3	ENSG00000204290
BTNL2	1	6	32363844	IPR013106	Ig_V-set	pfam	PF07686	247	350	1	ENSG00000204290
BTNL2	1	6	32363865	IPR003596	Ig_V-set_subgr	smart	SM00406	262	343	1	ENSG00000204290
HLA-DRB5	1	6	32487157	IPR007110	Ig-like_dom	pfscan	PS50835	126	214	1	ENSG00000198502
HLA-DRB5	1	6	32487160	IPR003597	Ig_C1-set	pfam	PF07654	134	213	1	ENSG00000198502
HLA-DRB5	1	6	32487163	IPR003597	Ig_C1-set	smart	SM00407	141	212	1	ENSG00000198502
CCND3	1	6	41903726	IPR014400	Cyclin_A/B/D/E	pirsf	PIRSF001771	1	277	5	ENSG00000112576
CCND3	1	6	41903777	IPR004367	Cyclin_C-dom	pfam	PF02984	156	260	3	ENSG00000112576
CDC5L	1	6	44376247	IPR021786	DUF3351	pfam	PF11831	324	728	8	ENSG00000096401
GSTA3	1	6	52761643	IPR010987	Glutathione-S-Trfase_C-like	superfamily	SSF47616	81	210	4	ENSG00000174156
GSTA3	1	6	52761697	IPR004046	GST_C	pfam	PF00043	102	192	3	ENSG00000174156
ME1	1	6	83963382	IPR012301	Malic_N_dom	pfam	PF00390	79	260	5	ENSG00000065833
ME1	1	6	84108121	IPR001891	Malic_OxRdtase	prints	PR00072	85	109	1	ENSG00000065833
FAM162B	1	6	117073769	IPR009432	DUF1075	pfam	PF06388	14	160	4	ENSG00000183807
ROS1	1	6	117650557	IPR003961	Fibronectin_type3	superfamily	SSF49265	1643	1767	3	ENSG00000047936
ROS1	1	6	117658339	IPR003961	Fibronectin_type3	pfscan	PS50853	1655	1748	2	ENSG00000047936
ROS1	1	6	117658369	IPR003961	Fibronectin_type3	smart	SM00060	1659	1738	2	ENSG00000047936
VNN2	1	6	133065454	IPR012101	Biotinidase_euk	pirsf	PIRSF011861	1	516	7	ENSG00000112303
VNN2	1	6	133072500	IPR003010	C-N_Hydrolase	pfscan	PS50263	26	328	5	ENSG00000112303
VNN2	1	6	133072575	IPR003010	C-N_Hydrolase	superfamily	SSF56317	23	303	5	ENSG00000112303
VNN2	1	6	133073778	IPR003010	C-N_Hydrolase	pfam	PF00795	56	216	4	ENSG00000112303
ECT2L	1	6	139189338	IPR000219	DH-domain	superfamily	SSF48065	525	771	7	ENSG00000203734
LPA	1	6	160969535	IPR013806	Kringle-like	superfamily	SSF57440	1605	1710	3	ENSG00000198670
LPA	1	6	160969580	IPR000001	Kringle	smart	SM00130	1614	1695	2	ENSG00000198670
LPA	1	6	160969586	IPR000001	Kringle	pfscan	PS50070	1615	1693	2	ENSG00000198670
UNC93A	1	6	167704993	IPR016196	MFS_dom_general_subst_transpt	superfamily	SSF103473	6	452	8	ENSG00000112494
SPDYE1	1	7	44047084	IPR020984	Cell_cycle_regulatory_Spy1	pfam	PF11357	284	332	2	ENSG00000136206
SUMF2	1	7	56136186	IPR005532	FGE_dom	pfam	PF03781	46	246	7	ENSG00000129103
SUMF2	1	7	56136189	IPR016187	C-type_lectin_fold	superfamily	SSF56436	47	245	7	ENSG00000129103
CD36	2	7	80276093	IPR002159	CD36	pfam	PF01130	13	464	12	ENSG00000135218
PTN	1	7	136912791	IPR020090	PTN/MK_C_dom	pfam	PF01091	96	161	3	ENSG00000105894
MGAM	1	7	141726977	IPR000322	Glyco_hydro_31	pfam	PF01055	349	820	13	ENSG00000257335
MGAM	1	7	141727001	IPR017853	Glycoside_hydrolase_SF	superfamily	SSF51445	357	735	10	ENSG00000257335
TAS2R41	1	7	143174966	IPR007960	TAS2_rcpt	pfam	PF05296	1	300	1	ENSG00000221855
USP17L2	1	8	11994905	IPR006861	HABP4_PAIRBP1-bd	pfam	PF04774	377	455	1	ENSG00000223443
MSR1	1	8	16001098	IPR008160	Collagen	pfam	PF01391	276	334	3	ENSG00000038945
LEPROTL1	1	8	29959416	IPR007262	VPS55	pfam	PF04133	7	96	3	ENSG00000104660
ADAM2	1	8	39626998	IPR001590	Peptidase_M12B	pfam	PF01421	178	375	6	ENSG00000104755
PXDNL	1	8	52412279	IPR003591	Leu-rich_rpt_typical-subtyp	smart	SM00369	121	144	2	ENSG00000147485
PKHD1L1	1	8	110396305	IPR014756	Ig_E-set	superfamily	SSF81296	142	244	5	ENSG00000205038
PKHD1L1	1	8	110396314	IPR002909	IPT	smart	SM00429	145	257	6	ENSG00000205038
PKHD1L1	1	8	110396317	IPR002909	IPT	pfam	PF01833	146	255	6	ENSG00000205038
GML	1	8	143922545	IPR016054	LY6_UPA_recep-like	smart	SM00134	29	123	2	ENSG00000104499
IFNA10	1	9	21206536	IPR009079	4_helix_cytokine-like_core	superfamily	SSF47266	18	187	1	ENSG00000186803
IFNA10	1	9	21206536	IPR000471	Interferon_alpha/beta/delta	pfam	PF00143	1	187	1	ENSG00000186803
