gene_name	count	chrom	pos	interpro_id	interpro_descr	db	db_acc	aa_start	aa_stop	num_exons_spanned	gene_id
IGKV1-6	1	2	89265781	IPR007110	Ig-like_dom	pfscan	PS50835	18	117	2	ENSG00000239855
NEUROD1	0	2	182542520	IPR016637	TF_bHLH_NeuroD	pirsf	PIRSF015618	1	356	1	ENSG00000162992
UGT2B28	0	4	70146288	IPR002213	UDP_glucos_trans	pfam	PF00201	24	527	6	ENSG00000135226
LARP1B	0	4	129120706	IPR006607	DM15	smart	SM00684	706	747	2	ENSG00000138709
DCHS2	0	4	155180760	IPR002126	Cadherin	pfscan	PS50268	1685	1787	3	ENSG00000197410
DCHS2	0	4	155180766	IPR002126	Cadherin	smart	SM00112	1706	1785	2	ENSG00000197410
DCHS2	0	4	155180784	IPR015919	Cadherin-like	superfamily	SSF49313	1684	1779	3	ENSG00000197410
DCHS2	0	4	155180805	IPR002126	Cadherin	pfam	PF00028	1691	1772	3	ENSG00000197410
ATP10B	0	5	159992856	IPR006539	ATPase_P-typ_Plipid-transp	tigrfam	TIGR01652	714	1330	12	ENSG00000118322
ATP10B	0	5	160029650	IPR023214	HAD-like_dom	superfamily	SSF56784	418	1099	10	ENSG00000118322
ROS1	0	6	117650557	IPR003961	Fibronectin_type3	superfamily	SSF49265	1643	1767	3	ENSG00000047936
ROS1	0	6	117658339	IPR003961	Fibronectin_type3	pfscan	PS50853	1655	1748	2	ENSG00000047936
ROS1	0	6	117658369	IPR003961	Fibronectin_type3	smart	SM00060	1659	1738	2	ENSG00000047936
ACO1	0	9	32405562	IPR006249	Aconitase/Fe_reg_prot_2	tigrfam	TIGR01341	20	887	20	ENSG00000122729
ACO1	0	9	32433765	IPR015928	Aconitase/3IPM_dehydase_swvl	superfamily	SSF52016	631	889	6	ENSG00000122729
ACO1	0	9	32434677	IPR000573	AconitaseA/IPMdHydase_ssu_swvl	pfam	PF00694	693	818	4	ENSG00000122729
WDR31	0	9	116079038	IPR017986	WD40_repeat_dom	superfamily	SSF50978	62	365	8	ENSG00000148225
WDR31	0	9	116079176	IPR017986	WD40_repeat_dom	pfscan	PS50294	58	319	8	ENSG00000148225
WDR31	0	9	116082766	IPR020472	G-protein_beta_WD-40_rep	prints	PR00320	203	217	2	ENSG00000148225
WDR31	0	9	116082769	IPR001680	WD40_repeat	smart	SM00320	177	216	3	ENSG00000148225
ASAH2	0	1	51947087	IPR006823	Ceramidase_alk	pfam	PF04734	102	777	19	ENSG00000188611
DMBT1	0	1	124348462	IPR017448	Srcr_rcpt-rel	superfamily	SSF56487	596	711	2	ENSG00000187908
NAALAD2	0	11	89896480	IPR007484	Peptidase_M28	pfam	PF04389	360	550	7	ENSG00000077616
DPY19L2	0	12	63954298	IPR018732	Dpy-19	pfam	PF10034	113	757	22	ENSG00000177990
EBPL	0	13	50235128	IPR007905	EBP	pfam	PF05241	14	199	4	ENSG00000123179
METTL22	0	16	8728916	IPR019410	Nicotinamide_N-MeTfrase-like	pfam	PF10294	179	339	7	ENSG00000067365
LGALS9B	1	17	20358679	IPR008985	ConA-like_lec_gl_sf	superfamily	SSF49899	9	159	5	ENSG00000170298
NF1	0	17	29509627	IPR016024	ARM-type_fold	superfamily	SSF48371	278	2677	48	ENSG00000196712
NF1	0	17	29592260	IPR001251	CRAL-TRIO_dom	pfscan	PS50191	1580	1738	2	ENSG00000196712
NF1	0	17	29592263	IPR001251	CRAL-TRIO_dom	superfamily	SSF52087	1581	1723	2	ENSG00000196712
NF1	0	17	29592269	IPR001251	CRAL-TRIO_dom	smart	SM00516	1583	1735	2	ENSG00000196712
EVI2A	0	17	29645324	IPR008608	Ectropic_vir_integratn_site_2A	pirsf	PIRSF019625	28	259	1	ENSG00000126860
EVI2A	0	17	29645339	IPR008608	Ectropic_vir_integratn_site_2A	pfam	PF05399	28	254	1	ENSG00000126860
ZNF264	0	19	57705249	IPR001909	Krueppel-associated_box	pfscan	PS50805	14	85	2	ENSG00000083844
PLCG1	1	2	39766282	IPR016279	PLC-gamma	pirsf	PIRSF000952	1	1291	32	ENSG00000124181
POTEH	0	22	16275256	IPR020683	Ankyrin_rpt-contain_dom	superfamily	SSF48403	174	396	6	ENSG00000198062
POTEH	0	22	16275262	IPR020683	Ankyrin_rpt-contain_dom	pfscan	PS50297	175	394	6	ENSG00000198062
POTEH	0	22	16282502	IPR002110	Ankyrin_rpt	pfscan	PS50088	209	241	2	ENSG00000198062
POTEH	0	22	16282511	IPR002110	Ankyrin_rpt	smart	SM00248	209	238	2	ENSG00000198062
GGT2	0	22	21562445	IPR000101	GGT_peptidase	pfam	PF01019	56	564	11	ENSG00000133475
